title,reading,reading_raw,language,meaning,object,type_object,material,date,sortdate,date_derivation,site,field_name,location,position,direction,script,alphabet,line_number,letter_number_min,letter_number_max,sign_number,craftsmanship,condition,sigla_tm,sigla_pid,sigla_mancini,sigla_mlr,source,object_source,checklevel,object_checklevel,problem,revision_id,revision_timestamp,object_revision_id,object_revision_timestamp,url,object_url
AK-1.1,?]ṇualeri?ienalṣẹ,)nuale!?]ṇuale ri?ienalse!ri?ienalṣẹ,Raetic,unknown,AK-1 rock,rock,stone,unknown,0,,Achenkirch,,in situ,"bottom, left",sinistroverse,North Italic script,Magrè alphabet,1,15,,,engraved,damaged,653493,,,,,,0,0,,17794,2021-11-08T18:33:21Z,17734,2020-04-29T14:28:34Z,https://tir.univie.ac.at/wiki/AK-1.1,https://tir.univie.ac.at/wiki/AK-1_rock
AK-1.10,ḳẹṣạ?????ẹ,unknown!ḳẹṣạ?????ẹ,unknown,unknown,AK-1 rock,rock,stone,unknown,0,,Achenkirch,,in situ,"bottom, right",dextroverse,North Italic script,Magrè alphabet,1,9,,,engraved,damaged,653502,,,,,,0,0,,17803,2021-11-08T18:37:14Z,17734,2020-04-29T14:28:34Z,https://tir.univie.ac.at/wiki/AK-1.10,https://tir.univie.ac.at/wiki/AK-1_rock
AK-1.11,????]ẹ?ḳer·(a)ṇu·aḷekas?,)nuale!????]ẹ?ḳer·(a)ṇu·aḷe kas?,Raetic,unknown,AK-1 rock,rock,stone,unknown,0,,Achenkirch,,in situ,"bottom, right",dextroverse,North Italic script,Magrè alphabet,1,14,,16,engraved,damaged,653503,,,,,,0,0,,17804,2021-11-08T18:37:26Z,17734,2020-04-29T14:28:34Z,https://tir.univie.ac.at/wiki/AK-1.11,https://tir.univie.ac.at/wiki/AK-1_rock
AK-1.12,?,?,unknown,unknown,AK-1 rock,rock,stone,unknown,0,,Achenkirch,,in situ,"bottom, right",unknown,unknown,,1,,,,engraved,damaged,653504,,,,,,0,0,,17805,2021-11-08T18:37:59Z,17734,2020-04-29T14:28:34Z,https://tir.univie.ac.at/wiki/AK-1.12,https://tir.univie.ac.at/wiki/AK-1_rock
AK-1.13,]?ẹ?[ ]ṇ[,!]?ẹ?[ !  !]ṇ[,unknown,unknown,AK-1 rock,rock,stone,unknown,0,,Achenkirch,,in situ,"bottom, right",sinistroverse,unknown,,1,,,,engraved,damaged,653505,,,,,,0,0,,17806,2021-11-08T18:38:11Z,17734,2020-04-29T14:28:34Z,https://tir.univie.ac.at/wiki/AK-1.13,https://tir.univie.ac.at/wiki/AK-1_rock
AK-1.14,?,?,unknown,unknown,AK-1 rock,rock,stone,unknown,0,,Achenkirch,,in situ,"bottom, right",unknown,unknown,,1,,,,engraved,damaged,653506,,,,,,0,0,,17807,2021-11-08T18:38:29Z,17734,2020-04-29T14:28:34Z,https://tir.univie.ac.at/wiki/AK-1.14,https://tir.univie.ac.at/wiki/AK-1_rock
AK-1.15,?,?,unknown,unknown,AK-1 rock,rock,stone,unknown,0,,Achenkirch,,in situ,"bottom, right",unknown,unknown,,1,,,,engraved,damaged,653507,,,,,,0,0,,17808,2021-11-08T18:38:36Z,17734,2020-04-29T14:28:34Z,https://tir.univie.ac.at/wiki/AK-1.15,https://tir.univie.ac.at/wiki/AK-1_rock
AK-1.16,?,?,unknown,unknown,AK-1 rock,rock,stone,unknown,0,,Achenkirch,,in situ,"bottom, right",unknown,unknown,,1,,,,engraved,damaged,653508,,,,,,0,0,,17809,2021-11-08T18:39:05Z,17734,2020-04-29T14:28:34Z,https://tir.univie.ac.at/wiki/AK-1.16,https://tir.univie.ac.at/wiki/AK-1_rock
AK-1.17,es?esχarṭa,es?esχarṭa,unknown,unknown,AK-1 rock,rock,stone,unknown,0,,Achenkirch,,in situ,"bottom, right",dextroverse,North Italic script,Magrè alphabet,1,9,,,engraved,damaged,653509,,,,,,1,0,Ligatur?,17810,2021-11-08T18:39:16Z,17734,2020-04-29T14:28:34Z,https://tir.univie.ac.at/wiki/AK-1.17,https://tir.univie.ac.at/wiki/AK-1_rock
AK-1.18,?,?,unknown,unknown,AK-1 rock,rock,stone,unknown,0,,Achenkirch,,in situ,"bottom, right",unknown,unknown,,1,,,,engraved,damaged,653510,,,,,,0,0,,17811,2021-11-08T18:39:30Z,17734,2020-04-29T14:28:34Z,https://tir.univie.ac.at/wiki/AK-1.18,https://tir.univie.ac.at/wiki/AK-1_rock
AK-1.19,]???(?)nuale,)nuale!]???(?)nuale,Raetic,'by/of the son of X',AK-1 rock,rock,stone,unknown,0,,Achenkirch,,in situ,"bottom, right",dextroverse,North Italic script,Magrè alphabet,1,5,,,engraved,damaged,653511,,,,,,0,0,,17812,2021-11-08T18:39:43Z,17734,2020-04-29T14:28:34Z,https://tir.univie.ac.at/wiki/AK-1.19,https://tir.univie.ac.at/wiki/AK-1_rock
AK-1.2,?]nuale,)nuale!?]nuale,Raetic,'of/by the son of X',AK-1 rock,rock,stone,unknown,0,,Achenkirch,,in situ,"bottom, left",sinistroverse,North Italic script,Magrè alphabet,1,5,,,engraved,damaged,653494,,,,,,0,0,,17795,2021-11-08T18:34:16Z,17734,2020-04-29T14:28:34Z,https://tir.univie.ac.at/wiki/AK-1.2,https://tir.univie.ac.at/wiki/AK-1_rock
AK-1.20,?,?,unknown,unknown,AK-1 rock,rock,stone,unknown,0,,Achenkirch,,in situ,"bottom, right",unknown,unknown,,1,,,,engraved,damaged,653512,,,,,,0,0,,17813,2021-11-08T18:40:12Z,17734,2020-04-29T14:28:34Z,https://tir.univie.ac.at/wiki/AK-1.20,https://tir.univie.ac.at/wiki/AK-1_rock
AK-1.21,]nu[ạ,)nuale!]nu[ạ,Raetic,'of/by son of X',AK-1 rock,rock,stone,unknown,0,,Achenkirch,,in situ,"bottom, medial",dextroverse,North Italic script,Magrè alphabet,1,3,,,engraved,"fragmentary, damaged",653513,,,,,,5,0,Autopsie,17814,2021-11-08T18:40:40Z,17734,2020-04-29T14:28:34Z,https://tir.univie.ac.at/wiki/AK-1.21,https://tir.univie.ac.at/wiki/AK-1_rock
AK-1.3,?,?,unknown,unknown,AK-1 rock,rock,stone,unknown,0,,Achenkirch,,in situ,"bottom, left",unknown,unknown,,1,,,,engraved,damaged,653495,,,,,,0,0,,17796,2021-11-08T18:34:48Z,17734,2020-04-29T14:28:34Z,https://tir.univie.ac.at/wiki/AK-1.3,https://tir.univie.ac.at/wiki/AK-1_rock
AK-1.4,]reis,unknown!]reis,unknown,unknown,AK-1 rock,rock,stone,unknown,0,,Achenkirch,,in situ,left,dextroverse,unknown,,1,,,,engraved,damaged,653496,,,,,,0,0,,17797,2021-11-08T18:35:32Z,17734,2020-04-29T14:28:34Z,https://tir.univie.ac.at/wiki/AK-1.4,https://tir.univie.ac.at/wiki/AK-1_rock
AK-1.5,)keu,unknown!)keu!]ḳẹụ,unknown,unknown,AK-1 rock,rock,stone,unknown,0,,Achenkirch,,in situ,left,dextroverse,unknown,,1,,,,engraved,damaged,653497,,,,,,0,0,,17798,2021-11-08T18:35:42Z,17734,2020-04-29T14:28:34Z,https://tir.univie.ac.at/wiki/AK-1.5,https://tir.univie.ac.at/wiki/AK-1_rock
AK-1.6,]ṣịeṣ[???]ụale,)si!]ṣị )le!eṣ[???]ụale,Raetic,'of/by X son of Es°' (?),AK-1 rock,rock,stone,unknown,0,,Achenkirch,,in situ,"bottom, medial",sinistroverse,North Italic script,Magrè alphabet,1,11,,,engraved,damaged,653498,,,,,,0,0,,17799,2021-11-08T18:35:56Z,17734,2020-04-29T14:28:34Z,https://tir.univie.ac.at/wiki/AK-1.6,https://tir.univie.ac.at/wiki/AK-1_rock
AK-1.7,??]ṇụaḷe,)nuale!??]ṇụaḷe,Raetic,'of/by son of X',AK-1 rock,rock,stone,unknown,0,,Achenkirch,,in situ,"bottom, medial",sinistroverse,North Italic script,Magrè alphabet,1,5,,,engraved,damaged,653499,,,,,,0,0,,17800,2021-11-08T18:36:14Z,17734,2020-04-29T14:28:34Z,https://tir.univie.ac.at/wiki/AK-1.7,https://tir.univie.ac.at/wiki/AK-1_rock
AK-1.8,?,?,unknown,unknown,AK-1 rock,rock,stone,unknown,0,,Achenkirch,,in situ,"bottom, medial",unknown,unknown,,1,,,,engraved,damaged,653500,,,,,,0,0,,17801,2021-11-08T18:36:52Z,17734,2020-04-29T14:28:34Z,https://tir.univie.ac.at/wiki/AK-1.8,https://tir.univie.ac.at/wiki/AK-1_rock
AK-1.9,ạ?,unknown!ạ?,unknown,unknown,AK-1 rock,rock,stone,unknown,0,,Achenkirch,,in situ,"bottom, right",dextroverse,unknown,,1,,,,engraved,damaged,653501,,,,,,0,0,,17802,2021-11-08T18:37:05Z,17734,2020-04-29T14:28:34Z,https://tir.univie.ac.at/wiki/AK-1.9,https://tir.univie.ac.at/wiki/AK-1_rock
AK-2.1,]ṿasẹ?,unknown!]ṿasẹ?,unknown,unknown,AK-2 rock,rock,stone,,,,Achenkirch,,in situ,"top, left",dextroverse,North Italic script,Magrè alphabet,1,4,,,engraved,damaged,653514,,,,,,0,0,,17815,2021-11-08T18:40:50Z,17495,2020-04-09T15:05:22Z,https://tir.univie.ac.at/wiki/AK-2.1,https://tir.univie.ac.at/wiki/AK-2_rock
AK-2.2,]???ạs·a,unknown!]???ạs·a,unknown,unknown,AK-2 rock,rock,stone,,,,Achenkirch,,in situ,"top, left",dextroverse,North Italic script,Magrè alphabet,1,6,,7,engraved,damaged,653515,,,,,,0,0,,17816,2021-11-08T18:41:02Z,17495,2020-04-09T15:05:22Z,https://tir.univie.ac.at/wiki/AK-2.2,https://tir.univie.ac.at/wiki/AK-2_rock
AK-2.3,?,?,unknown,unknown,AK-2 rock,rock,stone,,,,Achenkirch,,in situ,"top, left",unknown,unknown,,1,,,,engraved,damaged,653516,,,,,,0,0,,17817,2021-11-08T18:41:14Z,17495,2020-04-09T15:05:22Z,https://tir.univie.ac.at/wiki/AK-2.3,https://tir.univie.ac.at/wiki/AK-2_rock
AS-1,?,?,unknown,unknown,AS-1 potsherd,vessel,pottery,4th–2nd centuries BC,-200,archaeological context,Rotzo,"Bostel,",unknown,unknown,unknown,unknown,,0,,,,incised,unknown,218498,216,ROT-2,98,Schumacher 2004: 167,Orsi 1890: 293–294; PID: 30–31 (No. 216),0,0,,17818,2021-11-08T18:42:02Z,12319,2015-06-10T06:19:54Z,https://tir.univie.ac.at/wiki/AS-1,https://tir.univie.ac.at/wiki/AS-1_potsherd
AS-10,?,?,unknown,unknown,AS-10 potsherd,cup,pottery,4th–2nd centuries BC,-200,archaeological context,Rotzo,Bostel,unknown,unknown,unknown,unknown,,0,,,,incised,unknown,218507,218 (viii),ROT-6,117,Schumacher 2004: 168,Pellegrini 1915: 121; PID: 32 (No. 218 viii),0,3,,17827,2021-11-08T18:44:28Z,12081,2015-05-11T09:03:28Z,https://tir.univie.ac.at/wiki/AS-10,https://tir.univie.ac.at/wiki/AS-10_potsherd
AS-11,?,?,unknown,unknown,AS-11 potsherd,vessel,pottery,4th–2nd centuries BC,-200,archaeological context,Rotzo,Bostel,unknown,unknown,unknown,unknown,,0,,,,incised,unknown,218508,218 (ix),ROT-12,118,Schumacher 2004: 168,PID: 32 (No. 218 ix),0,3,,17828,2021-11-08T18:44:54Z,12082,2015-05-11T09:05:14Z,https://tir.univie.ac.at/wiki/AS-11,https://tir.univie.ac.at/wiki/AS-11_potsherd
AS-12,?,?,unknown,unknown,AS-12 needle,needle,bone,4th–2nd centuries BC,-200,archaeological context,Rotzo,"Bostel,",unknown,unknown,unknown,unknown,,0,,,,unknown,unknown,218509,219 (i),ROT-15,107,Schumacher 2004: 169,Orsi 1890: 293; PID: 32–33 (No. 219 i),0,0,,17829,2021-11-08T18:45:04Z,12318,2015-06-10T06:18:54Z,https://tir.univie.ac.at/wiki/AS-12,https://tir.univie.ac.at/wiki/AS-12_needle
AS-13,?,?,unknown,unknown,AS-13 needle,needle,bone,4th–2nd centuries BC,-200,archaeological context,Rotzo,"Bostel,",unknown,unknown,unknown,unknown,,0,,,,incised,unknown,218510,219 (ii),ROT-16,sub iudice nr. 7,Schumacher 2004: 169,Nalli 1895: 258 (No. 3); PID: 32–33 (No. 219 ii),0,0,,17830,2021-11-08T18:45:13Z,12084,2015-05-11T09:08:56Z,https://tir.univie.ac.at/wiki/AS-13,https://tir.univie.ac.at/wiki/AS-13_needle
AS-14,φeχe,φeχe,unknown,unknown,AS-14 potsherd,pot,pottery,,,archaeological context,Piovene Rocchette,,unknown,unknown,sinistroverse,North Italic script,,1,,,,incised,unknown,218511,220,PIOV-1,97,Schumacher 2004: 169,"Pellegrini 1918: 192–193, fn 3, fig. C; PID: 33 [No. 220]",1,3,Zeichnung oder Foto?,17831,2021-11-08T18:45:26Z,15437,2016-03-15T12:56:18Z,https://tir.univie.ac.at/wiki/AS-14,https://tir.univie.ac.at/wiki/AS-14_potsherd
AS-15.1,iθθipiseapasia,iθθi unknown!piseapasia,unknown,unknown,AS-15 beaker,beaker,pottery,end of the 4th–3rd centuries BC,-250,archaeological context,Rotzo,"Bostel,",Museo Archeologico dell'Altopiano dei Sette Comuni,bottom,sinistroverse,North Italic script,,1,10,,14,incised,"complete, damaged",653517,,,99 a,,"De Guio 2011: 176 et seq., fig. 10.3",0,0,,18088,2021-12-13T15:24:44Z,14865,2016-01-21T14:26:57Z,https://tir.univie.ac.at/wiki/AS-15.1,https://tir.univie.ac.at/wiki/AS-15_beaker
AS-15.2,i$θi,iθθi!i$θi,unknown,unknown,AS-15 beaker,beaker,pottery,end of the 4th–3rd centuries BC,-250,archaeological context,Rotzo,"Bostel,",Museo Archeologico dell'Altopiano dei Sette Comuni,shoulder,ambiguous,unknown,,1,,,4,incised,"complete, damaged",653518,,,99 b,,"De Guio 2011: 176 et seq., fig. 10.3",0,0,,18089,2021-12-13T15:25:20Z,14865,2016-01-21T14:26:57Z,https://tir.univie.ac.at/wiki/AS-15.2,https://tir.univie.ac.at/wiki/AS-15_beaker
AS-16,ka kavinχ,unknown!ka space unknown!kavinχ,unknown,unknown,AS-16 beaker,beaker,pottery,end of the 4th-3rd centuries BC,-250,archaeological context,Rotzo,"Bostel,",Museo Archeologico dell'Altopiano dei Sette Comuni,bottom,sinistroverse,North Italic script,,1,8,,,incised,"complete, damaged",653519,,,101,,"De Guio 2011: 176 et seq., fig. 10.2",0,0,,17834,2021-11-08T18:48:29Z,14864,2016-01-21T14:25:01Z,https://tir.univie.ac.at/wiki/AS-16,https://tir.univie.ac.at/wiki/AS-16_beaker
AS-17.1,esipa?ịaṛeθuluva,esipa?ịaṛeθuluva,unknown,unknown,AS-17 potsherd,beaker,pottery,end of the 4th-3rd centuries BC,-250,archaeological context,Rotzo,"Bostel,",Museo Archeologico dell'Altopiano dei Sette Comuni,shoulder,sinistroverse,North Italic script,,1,15,,,incised,"complete, damaged",653520,,,100 a,,"MLR: 128–129 [MLR 100], with photo",0,0,,18090,2021-12-13T15:25:56Z,14860,2016-01-21T10:19:40Z,https://tir.univie.ac.at/wiki/AS-17.1,https://tir.univie.ac.at/wiki/AS-17_potsherd
AS-17.2,eṣịp[ạ?ḳẹ]θanava,unknown!eṣịp[ạ?ḳẹ]θanava,unknown,unknown,AS-17 potsherd,beaker,pottery,end of the 4th-3rd centuries BC,-250,archaeological context,Rotzo,"Bostel,",Museo Archeologico dell'Altopiano dei Sette Comuni,bottom,dextroverse,North Italic script,,1,14,,,incised,damaged,653521,,,100 b,,"MLR: 128–129 [MLR 100], with photo",0,0,,18091,2021-12-13T15:26:33Z,14860,2016-01-21T10:19:40Z,https://tir.univie.ac.at/wiki/AS-17.2,https://tir.univie.ac.at/wiki/AS-17_potsherd
AS-18,piθạmn[?,piθam(n)e!piθạmn[?,Raetic,'Piθamn*' (PN),AS-18 potsherd,beaker,pottery,end of the 4th-3rd centuries BC,-250,archaeological context,Rotzo,"Bostel,",Museo Archeologico dell'Altopiano dei Sette Comuni,bottom,dextroverse,North Italic script,Magrè alphabet,1,7,,,incised,damaged,653522,,,102,,"MLR: 131 [MLR 102], with photo",0,0,,17833,2021-11-08T18:48:06Z,14859,2016-01-21T10:19:10Z,https://tir.univie.ac.at/wiki/AS-18,https://tir.univie.ac.at/wiki/AS-18_potsherd
AS-19.1,p̣ịθ̣ạṃṇ[,piθam(n)e!p̣ịθ̣ạṃṇ[,Raetic,'Piθamn*' (PN),AS-19 beaker,beaker,pottery,end of the 4th-3rd centuries BC,-250,archaeological context,Rotzo,"Bostel,",Museo Archeologico dell'Altopiano dei Sette Comuni,bottom,dextroverse,North Italic script,Magrè alphabet,1,6,,,incised,"damaged, fragmentary",653523,,,108,,"De Guio 2011: 176 et seq., fig. 10.5",0,0,,18092,2021-12-13T15:27:01Z,14868,2016-01-22T08:13:05Z,https://tir.univie.ac.at/wiki/AS-19.1,https://tir.univie.ac.at/wiki/AS-19_beaker
AS-19.2,śv,śv,unknown,unknown,AS-19 beaker,beaker,pottery,end of the 4th-3rd centuries BC,-250,archaeological context,Rotzo,"Bostel,",Museo Archeologico dell'Altopiano dei Sette Comuni,bottom,dextroverse,unknown,,1,,,2,incised,"complete, damaged",653524,,,108,,"De Guio 2011: 176 et seq., fig. 10.5",0,0,,18093,2021-12-13T15:27:15Z,14868,2016-01-22T08:13:05Z,https://tir.univie.ac.at/wiki/AS-19.2,https://tir.univie.ac.at/wiki/AS-19_beaker
AS-2,? iθθi,? space iθθi,unknown,unknown,AS-2 potsherd,vessel,pottery,4th–2nd centuries BC,-200,archaeological context,Rotzo,"Bostel,",unknown,bottom,ambiguous,unknown,,1,,,4,incised,unknown,218499,217,ROT-1,109,Schumacher 2004: 167,Fiorelli 1881: 154–155; Nalli 1895: 258 [No. 1]; PID: 31–32 [No. 217],1,0,Erstpublikation in Molon 1880/1881?,17819,2021-11-08T18:42:28Z,14181,2015-11-11T10:13:25Z,https://tir.univie.ac.at/wiki/AS-2,https://tir.univie.ac.at/wiki/AS-2_potsherd
AS-20.1,śṿ,śṿ,unknown,unknown,AS-20 potsherd,beaker,pottery,end of the 4th-3rd centuries BC,-250,archaeological context,Rotzo,"Bostel,",Museo Archeologico dell'Altopiano dei Sette Comuni,bottom,dextroverse,unknown,,1,,,2,incised,"complete, damaged",653525,,,104 a,,"De Guio 2011: 176 et seq., fig. 10.4",0,0,,18094,2021-12-13T15:27:47Z,14867,2016-01-21T14:46:40Z,https://tir.univie.ac.at/wiki/AS-20.1,https://tir.univie.ac.at/wiki/AS-20_potsherd
AS-20.2,śv,śv,unknown,unknown,AS-20 potsherd,beaker,pottery,end of the 4th-3rd centuries BC,-250,archaeological context,Rotzo,"Bostel,",Museo Archeologico dell'Altopiano dei Sette Comuni,bottom,dextroverse,unknown,,1,,,2,incised,complete,653526,,,104 b,,"De Guio 2011: 176 et seq., fig. 10.4",0,0,,18095,2021-12-13T15:27:55Z,14867,2016-01-21T14:46:40Z,https://tir.univie.ac.at/wiki/AS-20.2,https://tir.univie.ac.at/wiki/AS-20_potsherd
AS-20.3,śv,śv,unknown,unknown,AS-20 potsherd,beaker,pottery,end of the 4th-3rd centuries BC,-250,archaeological context,Rotzo,"Bostel,",Museo Archeologico dell'Altopiano dei Sette Comuni,foot,dextroverse,unknown,,1,,,2,incised,"complete, damaged",653527,,,,,"De Guio 2011: 176 et seq., fig. 10.4",0,0,,18096,2021-12-13T15:28:06Z,14867,2016-01-21T14:46:40Z,https://tir.univie.ac.at/wiki/AS-20.3,https://tir.univie.ac.at/wiki/AS-20_potsherd
AS-21.1,śv,śv,unknown,unknown,AS-21 beaker,beaker,pottery,end of the 4th–3rd centuries BC,-250,archaeological context,Rotzo,"Bostel,",Museo Archeologico dell'Altopiano dei Sette Comuni,bottom,dextroverse,unknown,,1,,,2,incised,complete,653528,,,106 a,,"De Guio 2011: 176 et seq., fig. 10.6",0,0,,18097,2021-12-13T15:28:36Z,14866,2016-01-21T14:30:05Z,https://tir.univie.ac.at/wiki/AS-21.1,https://tir.univie.ac.at/wiki/AS-21_beaker
AS-21.2,śv,śv,unknown,unknown,AS-21 beaker,beaker,pottery,end of the 4th–3rd centuries BC,-250,archaeological context,Rotzo,"Bostel,",Museo Archeologico dell'Altopiano dei Sette Comuni,bottom,dextroverse,unknown,,1,,,2,incised,complete,653529,,,106 b,,"De Guio 2011: 176 et seq., fig. 10.6",0,0,,18098,2021-12-13T15:28:37Z,14866,2016-01-21T14:30:05Z,https://tir.univie.ac.at/wiki/AS-21.2,https://tir.univie.ac.at/wiki/AS-21_beaker
AS-22.1,śṿ,śv!śṿ,unknown,unknown,AS-22 beaker,beaker,pottery,end of the 4th-3rd centuries BC,-250,archaeological context,Rotzo,"Bostel,",Museo Archeologico dell'Altopiano dei Sette Comuni,bottom,dextroverse,unknown,,1,,,2,incised,"complete, damaged",653530,,,,,unpublished,0,0,,18099,2021-12-13T15:29:01Z,14913,2016-01-27T10:30:05Z,https://tir.univie.ac.at/wiki/AS-22.1,https://tir.univie.ac.at/wiki/AS-22_beaker
AS-22.2,]ṿ,śv!]ṿ,unknown,unknown,AS-22 beaker,beaker,pottery,end of the 4th-3rd centuries BC,-250,archaeological context,Rotzo,"Bostel,",Museo Archeologico dell'Altopiano dei Sette Comuni,bottom,dextroverse,unknown,,1,,,1,incised,"damaged, fragmentary",653531,,,,,unpublished,0,0,,18100,2021-12-13T15:29:08Z,14913,2016-01-27T10:30:05Z,https://tir.univie.ac.at/wiki/AS-22.2,https://tir.univie.ac.at/wiki/AS-22_beaker
AS-22.3,ṣ́ṿ,śv!ṣ́ṿ,unknown,unknown,AS-22 beaker,beaker,pottery,end of the 4th-3rd centuries BC,-250,archaeological context,Rotzo,"Bostel,",Museo Archeologico dell'Altopiano dei Sette Comuni,foot,dextroverse,unknown,,1,,,2,incised,damaged,653532,,,,,unpublished,0,0,,18103,2021-12-13T15:30:18Z,14913,2016-01-27T10:30:05Z,https://tir.univie.ac.at/wiki/AS-22.3,https://tir.univie.ac.at/wiki/AS-22_beaker
AS-23.1,śv,śv,unknown,unknown,AS-23 beaker,beaker,pottery,end of the 4th-3rd centuries BC,-250,archaeological context,Rotzo,"Bostel,",Museo Archeologico dell'Altopiano dei Sette Comuni,"shoulder, inside",dextroverse,unknown,,1,,,2,incised,"complete, damaged",653533,,,,,Marinetti 2011b: 202 [No. 4] with fig.,1,0,K bei Marinetti,18102,2021-12-13T15:29:52Z,14869,2016-01-22T09:39:49Z,https://tir.univie.ac.at/wiki/AS-23.1,https://tir.univie.ac.at/wiki/AS-23_beaker
AS-23.2,ṣ́ṿ,ṣ́ṿ,unknown,unknown,AS-23 beaker,beaker,pottery,end of the 4th-3rd centuries BC,-250,archaeological context,Rotzo,"Bostel,",Museo Archeologico dell'Altopiano dei Sette Comuni,"bottom, outside",dextroverse,unknown,,1,,,2,incised,damaged,653534,,,,,Marinetti 2011b: 202 [No. 4] with fig.,0,0,,18101,2021-12-13T15:29:39Z,14869,2016-01-22T09:39:49Z,https://tir.univie.ac.at/wiki/AS-23.2,https://tir.univie.ac.at/wiki/AS-23_beaker
AS-3,? iθθi,? space iθθi,unknown,unknown,AS-3 potsherd,beaker,pottery,end of the 4th-3rd centuries BC,-250,archaeological context,Rotzo,Bostel,Museo Nazionale Atestino,bottom,ambiguous,unknown,,1,,,4,incised,damaged,218500,218 (i a),ROT-3,110 (1),Schumacher 2004: 167,"Pellegrini 1915: 120–121, pl. II.23; PID: 32 [No. 218 i]",0,0,,17820,2021-11-08T18:42:46Z,14873,2016-01-25T14:06:59Z,https://tir.univie.ac.at/wiki/AS-3,https://tir.univie.ac.at/wiki/AS-3_potsherd
AS-4,]?θθ[,!]?θθ[,unknown,unknown,AS-4 potsherd,vessel,pottery,4th–2nd centuries BC,-200,archaeological context,Rotzo,Bostel,unknown,shoulder,ambiguous,unknown,,1,,,3,incised,unknown,218501,218 (ii),ROT-5,111,Schumacher 2004: 167,"Pellegrini 1915: 120–121, pl. II.22; PID: 32 (No. 218 ii); Leonardi & Ruta Serafini 1981: 36 (No. 154), fig. 37.154",0,3,,17821,2021-11-08T18:42:58Z,12325,2015-06-10T09:54:58Z,https://tir.univie.ac.at/wiki/AS-4,https://tir.univie.ac.at/wiki/AS-4_potsherd
AS-5,?,?,unknown,unknown,AS-5 potsherd,vessel,pottery,4th–2nd centuries BC,-200,archaeological context,Rotzo,Bostel,unknown,unknown,unknown,unknown,,0,,,,incised,unknown,218502,218 (iii),ROT-8,112,Schumacher 2004: 168,Pellegrini 1915: 121; PID: 32 (No. 218 iii),0,3,,17822,2021-11-08T18:43:15Z,12076,2015-05-11T08:55:00Z,https://tir.univie.ac.at/wiki/AS-5,https://tir.univie.ac.at/wiki/AS-5_potsherd
AS-6,?,?,unknown,unknown,AS-6 potsherd,vessel,pottery,4th–2nd centuries BC,-200,archaeological context,Rotzo,Bostel,unknown,unknown,unknown,unknown,,0,,,,incised,unknown,218503,218 (iv),ROT-9,113,Schumacher 2004: 168,Pellegrini 1915: 121; PID: 32 (No. 218 iv),0,3,,17823,2021-11-08T18:43:38Z,12077,2015-05-11T08:57:04Z,https://tir.univie.ac.at/wiki/AS-6,https://tir.univie.ac.at/wiki/AS-6_potsherd
AS-7,?,?,unknown,unknown,AS-7 potsherd,vessel,pottery,4th–2nd centuries BC,-200,archaeological context,Rotzo,Bostel,unknown,unknown,unknown,unknown,,0,,,,incised,unknown,218504,218 (v),ROT-7,114,Schumacher 2004: 168,Pellegrini 1915: 121; PID: 32 (No. 218 v),1,3,venet. Inschrift,17824,2021-11-08T18:43:51Z,12078,2015-05-11T08:58:07Z,https://tir.univie.ac.at/wiki/AS-7,https://tir.univie.ac.at/wiki/AS-7_potsherd
AS-8,?,?,unknown,unknown,AS-8 potsherd,cup,pottery,4th–2nd centuries BC,-200,archaeological context,Rotzo,Bostel,unknown,unknown,unknown,unknown,,0,,,,incised,unknown,218505,218 (vi),ROT-10,115,Schumacher 2004: 168,Pellegrini 1915: 121; PID: 32 (No. 218 vi),0,3,,17825,2021-11-08T18:43:57Z,12079,2015-05-11T09:00:38Z,https://tir.univie.ac.at/wiki/AS-8,https://tir.univie.ac.at/wiki/AS-8_potsherd
AS-9,?,?,unknown,unknown,AS-9 potsherd,cup,pottery,4th–2nd centuries BC,-200,archaeological context,Rotzo,Bostel,unknown,unknown,unknown,unknown,,0,,,,incised,unknown,218506,218 (vii),ROT-11,116,Schumacher 2004: 168,Pellegrini 1915: 121; PID: 32 (No. 218 vii),0,3,,17826,2021-11-08T18:44:15Z,12080,2015-05-11T09:02:11Z,https://tir.univie.ac.at/wiki/AS-9,https://tir.univie.ac.at/wiki/AS-9_potsherd
AV-1,tịp̣ṛuχ̣ṇụḷạṿịṣẹẓ§,tipruχnu!tịp̣ṛuχ̣ṇụ lavises!ḷạṿịṣẹẓ §,Raetic,"'X of Lavise' / 'the son of Tipruχnu, Lavise' (?)",AV-1 ring,ring,silver,5th century BC,-470,archaeological context,Nußdorf,Flur Moosholz,Archäologische Staatssammlung München,outside,sinistroverse,Camunic script,,1,,,,engraved,"complete, damaged",653535,,,sub iudice nr. 4,Schumacher 2004: 328,"Ziegaus & Rix 1998: 296–303, fig. 1,3; Neudert 2005: 9, fig. 4a, 4b; Ziegaus 2011: 644, fig. 7.18; Hauser 2011: 69–70 (cat. No. 2), pl. 1,2",2,3,"Angaben abgleichen mit Alphabetarien, Länge",17835,2021-11-08T18:49:16Z,13464,2015-09-10T13:28:15Z,https://tir.univie.ac.at/wiki/AV-1,https://tir.univie.ac.at/wiki/AV-1_ring
