title,type_object,material,date,sortdate,date_derivation,site,field_name,location,inventory_number,dimension,condition,source,checklevel,revision_id,revision_timestamp,url
MA-17 antler,unidentifiable,antler,3rd–2nd centuries BC,-200,archaeological context,Magrè,"Castello,",Museo Nazionale Atestino,MNA 60459,"length: 14.1 cm, width: 2.5 cm, height: 1.9 cm","complete, damaged","Pellegrini 1918: 182 [No. 7], fig. 14; Nothdurfter 2002: 1149 [list 3, No. 5]",5,13985,2015-10-29T13:23:35Z,https://tir.univie.ac.at/wiki/MA-17_antler
MA-18 antler,unidentifiable,antler,3rd–2nd centuries BC,-200,archaeological context,Magrè,"Castello,",Museo Nazionale Atestino,MNA 58818,"length: 11.7 cm, width: 2.4 cm, height: 1.15 cm","complete, damaged","Pellegrini 1918: 182 [No. 8], fig. 15; Gambacurta et al. 2002: 189 [cat. No. 22.10]; Nothdurfter 2002: 1149 [list 3, No. 5]",5,13986,2015-10-29T13:24:23Z,https://tir.univie.ac.at/wiki/MA-18_antler
MA-19 antler,unidentifiable,antler,3rd–2nd centuries BC,-200,archaeological context,Magrè,"Castello,",Museo Nazionale Atestino,MNA 58814,"length: 11 cm, width: 2.8 cm, height: 9 mm",complete,"Pellegrini 1918: 183 [No. 9], fig. 16; Gambacurta et al. 2002: 189 [cat. No. 22.6]; Nothdurfter 2002: 1149 [list 3, No. 5]",5,13987,2015-10-29T13:25:11Z,https://tir.univie.ac.at/wiki/MA-19_antler
MA-2 antler,unidentifiable,antler,3rd–2nd centuries BC,-200,archaeological context,Magrè,"Castello,",Museo Nazionale Atestino,MNA 58811,"MA-2 antler + MA-3 antler:<br>length: 12.3 cm, width: 2.9 cm, height: 1 cm",fragmentary,"Pellegrini 1918: 185 [No. 13], fig. 20; Gambacurta et al. 2002: 189 [cat. No. 22.3]; Nothdurfter 2002: 1148 [list 3, No. 5]",5,13970,2015-10-29T13:04:49Z,https://tir.univie.ac.at/wiki/MA-2_antler
MA-20 antler,unidentifiable,antler,3rd–2nd centuries BC,-200,archaeological context,Magrè,"Castello,",Museo Nazionale Atestino,MNA 60458,"length: 10.4 cm, width: 3.5 cm, height: 1.5 cm",fragmentary,"Pellegrini 1918: 187 [No. 18], fig. 25; Nothdurfter 2002: 1149 [list 3, No. 5]",5,13988,2015-10-29T13:26:10Z,https://tir.univie.ac.at/wiki/MA-20_antler
MA-21 antler,unidentifiable,antler,3rd–2nd centuries BC,-200,archaeological context,Magrè,"Castello,",unknown,,"length: 2.9 cm, width: 1.8 cm, height: 6.5 mm",fragmentary,"Pellegrini 1918: 186 [No. 16], fig. 23; Nothdurfter 2002: 1149 [list 3, No. 5]",5,13989,2015-10-29T13:27:48Z,https://tir.univie.ac.at/wiki/MA-21_antler
MA-22 antler,unidentifiable,antler,3rd–2nd centuries BC,-200,archaeological context,Magrè,"Castello,",Museo Nazionale Atestino,MNA 60455,"length: 9.1 cm, width: 3 cm, height: 1.4 cm",fragmentary,"Pellegrini 1918: 178 [No. 1], fig. 8; Nothdurfter 2002: 1149 [list 3, No. 5]",5,13990,2015-10-29T13:28:30Z,https://tir.univie.ac.at/wiki/MA-22_antler
MA-23 antler,unidentifiable,antler,3rd–2nd centuries BC,-200,archaeological context,Magrè,"Castello,",Museo Nazionale Atestino,MNA 58817,"length: 12.95 cm, width: 2.6 cm, height: 1.15 cm",complete,"Pellegrini 1918: 188 [No. 19], fig. 26; Gambacurta et al. 2002: 189 [cat. No. 22.9]; Nothdurfter 2002: 1149 [list 3, No. 5]",5,13991,2015-10-29T13:29:17Z,https://tir.univie.ac.at/wiki/MA-23_antler
MA-24 ingot,ingot,lead,3rd–2nd centuries BC,-200,archaeological context,Magrè,"Castello,",Museo Nazionale Atestino,MNA 57549,,fragmentary,"Pellegrini 1918: 174, fig. 6; PID: 48, n. X; LIR: 260–261 with fig.",5,14894,2016-01-26T11:12:30Z,https://tir.univie.ac.at/wiki/MA-24_ingot
MA-3 antler,unidentifiable,antler,3rd–2nd centuries BC,-200,archaeological context,Magrè,"Castello,",Museo Nazionale Atestino,MNA 58811,"MA-2 antler + MA-3 antler:<br>length: 12.3 cm, width: 2.9 cm, height: 1 cm",fragmentary,"Pellegrini 1918: 185 [No. 13], fig. 20; Nothdurfter 2002: 1148 [list 3, No. 5]",0,13971,2015-10-29T13:05:18Z,https://tir.univie.ac.at/wiki/MA-3_antler
MA-4 antler,unidentifiable,antler,3rd–2nd centuries BC,-200,archaeological context,Magrè,"Castello,",Museo Nazionale Atestino,MNA 58808,"length: 5.2 cm, width: 2.2 cm, height: 9 mm",fragmentary,"Pellegrini 1918: 189 [No. 20] fig. 27; Nothdurfter 2002: 1148 [list 3, No. 5]",5,13972,2015-10-29T13:06:38Z,https://tir.univie.ac.at/wiki/MA-4_antler
MA-5 antler,unidentifiable,antler,3rd–2nd centuries BC,-200,archaeological context,Magrè,"Castello,",Museo Nazionale Atestino,MNA 58813,"length: 10.1 cm, width: 2.6 cm, height: 1 cm",complete,"Pellegrini 1918: 185–186 [No. 14], fig. 21; Gambacurta et al. 2002: 190 [cat. No. 22.5]; Nothdurfter 2002: 1148 [list 3, No. 5]",5,13973,2015-10-29T13:07:41Z,https://tir.univie.ac.at/wiki/MA-5_antler
MA-6 antler,unidentifiable,antler,3rd–2nd centuries BC,-200,archaeological context,Magrè,"Castello,",Museo Nazionale Atestino,MNA 58812,"length: 13.8 cm, width: 3.15 cm, height: 1.65 cm","complete, damaged","Pellegrini 1918: 186 [No. 15], fig. 22; Gambacurta et al. 2002: 190 [cat. No. 22.4]; Nothdurfter 2002: 1148 [list 3, No. 5]",5,13974,2015-10-29T13:08:55Z,https://tir.univie.ac.at/wiki/MA-6_antler
MA-7 antler,unidentifiable,antler,3rd–2nd centuries BC,-200,archaeological context,Magrè,"Castello,",unknown,,"length: 5.4 cm, width: 2 cm, height: 7.5 mm",fragmentary,"Pellegrini 1918: 189 [No. 21], fig. 28; Nothdurfter 2002: 1148 [list 3, No. 5]",5,13980,2015-10-29T13:16:50Z,https://tir.univie.ac.at/wiki/MA-7_antler
MA-8 antler,unidentifiable,antler,3rd–2nd centuries BC,-200,archaeological context,Magrè,"Castello,",Museo Nazionale Atestino,MNA 58808,"length: 10.7 cm, width: 2 cm, height: 8.5 mm",complete,"Pellegrini 1918: 183 [No. 10], fig. 17; Nothdurfter 2002: 1148–1149 [list 3, No. 5]",5,13975,2015-10-29T13:10:15Z,https://tir.univie.ac.at/wiki/MA-8_antler
MA-9 antler,unidentifiable,antler,3rd–2nd centuries BC,-200,archaeological context,Magrè,"Castello,",Museo Nazionale Atestino,MNA 58810,"length: 13.9 cm, width: 2.5 cm, height: 2 cm",complete,"Pellegrini 1918: 184 [No. 11], fig. 18; Gambacurta et al. 2002: 189 [cat. No. 22.2]; Nothdurfter 2002: 1149 [list 3, No. 5]",5,13976,2015-10-29T13:11:05Z,https://tir.univie.ac.at/wiki/MA-9_antler
NO-1 fragment,vessel,bronze,,,,Cles,Campi Neri,Castello del Buonconsiglio,6393,"length: 4.9 cm, height: 1.5 cm, thickness: 0.1 mm",fragmentary,PID: 22–23 (No. 209),5,13541,2015-09-17T12:37:00Z,https://tir.univie.ac.at/wiki/NO-1_fragment
NO-10 slab,slab,porphyry,5th–1st centuries BC,-250,unknown,Tavòn,,Castello del Buonconsiglio,6445,"length 50.5 cm, width: 29 cm, height: 27.8 cm",fragmentary,Zamboni 2011f: 640,5,13549,2015-09-17T12:59:41Z,https://tir.univie.ac.at/wiki/NO-10_slab
NO-11 bronze,bronze,bronze,end of the 5th century BC–around 400 BC,-400,archaeological context,Dercolo,,Tiroler Landesmuseum Ferdinandeum,1.086,"length: 11.8 cm, width: 4.7 cm, height: 5 mm",complete,"Wieser 1883: 220–221; Walde-Psenner 1976: 211 (No. 74), fig. 74; Zemmer-Plank et al. 1985: 165 (cat. No. 35)",5,17621,2020-04-16T09:54:53Z,https://tir.univie.ac.at/wiki/NO-11_bronze
NO-12 bowl,bowl,pottery,,,"typology, archaeological context",Dercolo,,Castello del Buonconsiglio,3446,"height: 5.2 cm, rim diameter: 9.4 cm, maximum diameter: 10 cm, base diameter: 2.6 cm, thickness: 4 mm",restored,"IR: 287 [No. 76], pl. LII, fig. c",0,13799,2015-09-29T07:24:54Z,https://tir.univie.ac.at/wiki/NO-12_bowl
NO-13 bone,bone,bone,uncertain,-450,linguistics,Revò,Monte Ozol,Museo delle Scienze di Trento,PEGO 2068,"length: 6.2 cm, width: 3.6 cm, height: 3.4 cm",complete,"Sebesta 1993: 12–13, fig. 2; Sassatelli 1999: 453–474, fig. 5–7, pl. 1 b–d; Marzatico 2011b: 644–645, fig. 7.20",5,17440,2020-04-07T18:55:06Z,https://tir.univie.ac.at/wiki/NO-13_bone
NO-14 potsherd,bowl,pottery,5th–3rd centuries BC,-400,typology,Nonsberg / Val di Non,,Tiroler Landesmuseum Ferdinandeum,16.872,"height: 7.8 cm, rim diameter: 14 cm, maximum diameter: 15.8 cm, thickness: 5 mm","fragmentary, restored",Franz 1957: 108 fig. 2,0,15478,2016-03-23T09:08:40Z,https://tir.univie.ac.at/wiki/NO-14_potsherd
NO-15 rod,unidentifiable,bronze,5th–2nd centuries BC,-300,archaeological context,Cles,"Campi Neri,",Museo Retico Sanzeno,CCN 1406,"length: 10.3 cm, diameter: 9 mm, diameter (gold wire): 1 mm",complete,"Marchesini 2014: 129, fig. 1",0,15004,2016-02-02T09:13:03Z,https://tir.univie.ac.at/wiki/NO-15_rod
NO-16 bronze,bronze,bronze,5th–2nd centuries BC,-300,archaeological context,Cles,"Campi Neri,",Museo Retico Sanzeno,CCN 1043,"length: 6.4 cm, height: 5 cm, width: 1.1 cm",complete,"Marchesini 2014: 137–138, fig. 3a, fig. 3b",0,15000,2016-02-01T17:14:17Z,https://tir.univie.ac.at/wiki/NO-16_bronze
NO-17 bone point,bone,bone,5th–2nd centuries BC,-300,archaeological context,Cles,"Campi Neri,",Museo Retico Sanzeno,CCN 3066,"length: 14.6 cm, width: 9 mm, thickness: 6 mm",complete,"Marchesini 2014: 138, fig. 4",0,15003,2016-02-02T07:39:30Z,https://tir.univie.ac.at/wiki/NO-17_bone_point
NO-18 bowl,bowl,pottery,3rd–2nd centuries BC,-200,typology,Dercolo,,Stadtmuseum Bozen / Museo Civico di Bolzano,431,"height: 6.5 cm, rim diameter: 10 cm, maximum diameter: 10.3 cm, base diameter: 2.6 cm, thickness: 4 mm",restored,"IR: 290 [No. 82], fig. LIV c",0,13798,2015-09-29T07:18:33Z,https://tir.univie.ac.at/wiki/NO-18_bowl
NO-19 plaque,plaque,bronze,,,,Mechel / Meclo,,Castello del Buonconsiglio,6012,"length: 3.2 cm, width: 1.3 cm, thickness: 0.1 mm",fragmentary,unpublished,5,13551,2015-09-17T13:03:22Z,https://tir.univie.ac.at/wiki/NO-19_plaque
NO-2 strainer,strainer,bronze,,,cultural context,Cles,,Tiroler Landesmuseum Ferdinandeum,17.064,"height: 4.4 cm, diameter: 10.2 cm, length: 13.6 cm, thickness: 0.2 mm","fragmentary, damaged",Mayr 1960f: 389; Zemmer-Plank et al. 1985: 166 [cat. No.40],5,16814,2016-09-01T12:38:47Z,https://tir.univie.ac.at/wiki/NO-2_strainer
NO-3 plaque,plaque,bronze,,,,Mechel / Meclo,Valemporga,Castello del Buonconsiglio,4525,"length: 9.9 cm, width: 6.8 cm, thickness: 0.1 mm",complete,Schumacher 2004: 150,5,16811,2016-09-01T12:13:22Z,https://tir.univie.ac.at/wiki/NO-3_plaque
NO-4 antler,handle,antler,5th–1st centuries BC,-250,"archaeological context, cultural context",Mechel / Meclo,Valemporga,Castello del Buonconsiglio,6394,"length: 9.3 cm, width: 4 cm, height: 1.3 cm",fragmentary,Pauli 1888: 143–144; Campi 1889: pl. II.2,0,15227,2016-03-01T15:41:29Z,https://tir.univie.ac.at/wiki/NO-4_antler
NO-5 potsherd,vessel,pottery,5th–1st centuries BC,-250,"archaeological context, cultural context",Mechel / Meclo,Valemporga,Castello del Buonconsiglio,6395,"length: 2.9 cm, height: 2.4 cm, thickness: 8 mm",fragmentary,Pauli 1888: 144–145; Campi 1889: pl. II.3,0,15218,2016-03-01T14:13:56Z,https://tir.univie.ac.at/wiki/NO-5_potsherd
NO-6 fragment,vessel,bronze,,,,Mechel / Meclo,Castellaccio,Castello del Buonconsiglio,6549,"length: 5 cm, height: 1.9 cm, thickness: 0.1 mm",fragmentary,Campi 1905: 90–92; PID: 25 (No. 213),5,13547,2015-09-17T12:57:05Z,https://tir.univie.ac.at/wiki/NO-6_fragment
NO-7 antler,unidentifiable,antler,,,,Mechel / Meclo,,Castello del Buonconsiglio,6409,"length: 8.1 cm, width: 2.6 cm, height: 1.8 cm",fragmentary,"Mayr 1957: 230–231 (No. 1) with photo; Nothdurfter 2002: 1148 (list 3, No. 2,1)",5,13548,2015-09-17T12:57:53Z,https://tir.univie.ac.at/wiki/NO-7_antler
NO-8 fragment,vessel,bronze,,,,Mechel / Meclo,,Tiroler Landesmuseum Ferdinandeum,9.228,"length: 8.9 cm, height: 3.9 cm, thickness (rim): 6 mm, thickness: 0.2 mm","damaged, fragmentary",IR: 286; Schumacher 2004: 151; LIR: 161-162,5,13801,2015-09-29T10:14:44Z,https://tir.univie.ac.at/wiki/NO-8_fragment
NO-9 fibula,fibula,bronze,early 1st century BC,-100,typology,Mechel / Meclo,Valemporga,Tiroler Landesmuseum Ferdinandeum,14.171,"length: 4.4 cm, height: 1.7 cm, width: 9 mm",incomplete,"Gehring 1974: 82, pl. 17.1; Gehring 1976: 151–152, 162, pl. II.10",5,13802,2015-09-29T10:19:35Z,https://tir.univie.ac.at/wiki/NO-9_fibula
PA-1 spatula,spatula,bronze,6th–5th centuries BC,-500,typology,Padova,courtyard of the convent Sant'Antonio,Musei Civici di Padova – Museo Archeologico,XIX-90,"length: 27.7 cm, width: 9.2 cm, thickness: 1.2 mm, thickness (handle): 6 mm",complete,"Tombolani 1976: 196–197 [No. 33], pl. 36 A (recto); Gregnanin 2000: 157–159, fig. 277a (recto), fig. 277b (verso)",5,14014,2015-11-03T08:14:13Z,https://tir.univie.ac.at/wiki/PA-1_spatula
PU-1 girdle plate,girdle plate,bronze,beginning of the 5th century BC,-475,typology,Lothen / Campolino,Burgkofel,Museum Mansio Sebatum,none,"length: 37.3 cm, width: 10.4 cm, thickness: 0.2 mm",complete,"Lunz 1981: 201, fig. 86; Dal Rì 1987: 177–178 (No. 730), fig. 304; Morandi 1999: 49-51 (No. 7); Steiner 2011b: 598–599",3,16892,2016-11-22T18:38:28Z,https://tir.univie.ac.at/wiki/PU-1_girdle_plate
PU-10 potsherd,vessel,pottery,5th–4th centuries BC,-400,archaeological context,St. Lorenzen / San Lorenzo di Sebato,"Steger,",Museum Mansio Sebatum,80064,"height 2.5 cm, width 3.5 cm",fragmentary,"Marinetti 1992: 697 [No. 6], fig. 1.6; Constantini 2002: 41",5,16862,2016-11-15T11:19:40Z,https://tir.univie.ac.at/wiki/PU-10_potsherd
PU-11 stone,unidentifiable,stone,5th–4th centuries BC,-400,archaeological context,St. Lorenzen / San Lorenzo di Sebato,"Steger,",Museum Mansio Sebatum,none,,complete,"Marinetti 1992: 697–698 [No. 7], fig. 2; Constantini 2002: 41",5,16860,2016-11-15T11:19:02Z,https://tir.univie.ac.at/wiki/PU-11_stone
PU-2 loom weight,loom weight,pottery,5th–3rd centuries BC,-350,archaeological context,St. Lorenzen / San Lorenzo di Sebato,Sonnenburger Weinleite,Amt für Bodendenkmäler Bozen / Ufficio Beni archeologici Bolzano,,"length: 7.2 cm, width: 6.6 cm, height: 21 cm",unknown,Mayr 1954: 552–553 with photo; Schumacher 2004: 186–187,5,17446,2020-04-07T21:16:56Z,https://tir.univie.ac.at/wiki/PU-2_loom_weight
PU-3 loom weight,loom weight,schist,late 6th–4th centuries BC,-410,archaeological context,St. Lorenzen / San Lorenzo di Sebato,Puenland,Amt für Bodendenkmäler Bozen / Ufficio Beni archeologici Bolzano,,"diameter: 7.8-8 cm, width: 3.1 cm",complete,Dal Rì 1987: 178 (No. 732); Constantini 2002: 22,5,16859,2016-11-15T11:02:34Z,https://tir.univie.ac.at/wiki/PU-3_loom_weight
PU-4 plaque,plaque,schist,5th century BC,-450,archaeological context,St. Lorenzen / San Lorenzo di Sebato,near the Roman site,Amt für Bodendenkmäler Bozen / Ufficio Beni archeologici Bolzano,,"length: 7.5 cm, width: 3.2 cm, thickness: 1.2 cm",unknown,"Dal Rì 1987: 178 (No. 733), fig. 306; Constantini 2002: 48",5,16857,2016-11-15T10:49:44Z,https://tir.univie.ac.at/wiki/PU-4_plaque
PU-5 bone,unidentifiable,bone,5th–4th centuries BC,-400,archaeological context,St. Lorenzen / San Lorenzo di Sebato,Steger,unknown,,length 6.7 cm,fragmentary,"Marinetti 1992: 692–693 [No. 1], fig. 1.1; Constantini 2002: 41",5,16866,2016-11-15T11:21:02Z,https://tir.univie.ac.at/wiki/PU-5_bone
PU-6 bone,unidentifiable,bone,5th–4th centuries BC,-400,archaeological context,St. Lorenzen / San Lorenzo di Sebato,Steger,unknown,,length 8.2 cm,fragmentary,"Marinetti 1992: 693–694 [No. 2], fig. 1.2; Constantini 2002: 41",5,16864,2016-11-15T11:20:16Z,https://tir.univie.ac.at/wiki/PU-6_bone
PU-7 bone,unidentifiable,bone,5th–4th centuries BC,-400,archaeological context,St. Lorenzen / San Lorenzo di Sebato,Steger,unknown,,length 8.3 cm,fragmentary,"Marinetti 1992: 695–696 [No. 3], fig. 1.3; Constantini 2002: 41",5,16865,2016-11-15T11:20:41Z,https://tir.univie.ac.at/wiki/PU-7_bone
PU-8 potsherd,vessel,pottery,5th–4th centuries BC,-400,archaeological context,St. Lorenzen / San Lorenzo di Sebato,"Steger,",Museum Mansio Sebatum,80062,"height 3.5 cm, width 6 cm",fragmentary,"Marinetti 1992: 696 [No. 4], fig. 1.4; Constantini 2002: 41",5,16863,2016-11-15T11:19:55Z,https://tir.univie.ac.at/wiki/PU-8_potsherd
PU-9 potsherd,vessel,pottery,5th–4th centuries BC,-400,archaeological context,St. Lorenzen / San Lorenzo di Sebato,"Steger,",Museum Mansio Sebatum,80062BIS,"height 3 cm, width 3.5 cm",fragmentary,"Marinetti 1992: 696–697 [No. 5], fig. 1.5; Constantini 2002: 41",5,16861,2016-11-15T11:19:26Z,https://tir.univie.ac.at/wiki/PU-9_potsherd
RN-1 slab,slab,porphyry,,,cultural context,Klobenstein / Collalbo,Piperbühel,Stadtmuseum Bozen / Museo Civico di Bolzano,534,"length: 24 cm,  width: 23 cm, height: 52 cm","complete, damaged",Schumacher 2004: 184,5,13454,2015-09-10T12:56:29Z,https://tir.univie.ac.at/wiki/RN-1_slab
RN-2 rod,unidentifiable,wood,,,,Klobenstein / Collalbo,Piperbühel,Stadtmuseum Bozen / Museo Civico di Bolzano,,"length: 105 cm, diameter: 1.1 cm",unknown,"Ghislanzoni 1928: 308–310, fig. 11, fig. 12, fig. 13; Mayr 1958d: 151-153",5,13455,2015-09-10T12:59:09Z,https://tir.univie.ac.at/wiki/RN-2_rod
RN-3 potsherd,vessel,pottery,,,,Klobenstein / Collalbo,"Piperbühel,",Stadtmuseum Bozen / Museo Civico di Bolzano,,"length (fragment): 8.1 cm, base diameter (vessel): 8.6 cm, thickness: 5 mm",fragmentary,Mayr 1957b,5,13456,2015-09-10T13:04:02Z,https://tir.univie.ac.at/wiki/RN-3_potsherd
SI-1 potsherd,bowl,pottery,3rd–2nd centuries BC,-200,typology,Seis am Schlern / Siusi allo Sciliar,Rungger Egg,Amt für Bodendenkmäler Bozen / Ufficio Beni archeologici Bolzano,33-1/53 S,"length: 2.9 cm, height: 3 cm, thickness: 3 mm",fragmentary,"Gleirscher et al. 2002: 162, pl. 77.2",0,13445,2015-09-10T11:41:53Z,https://tir.univie.ac.at/wiki/SI-1_potsherd
SI-2 potsherd,bowl,pottery,3rd–2nd centuries BC,-200,typology,Seis am Schlern / Siusi allo Sciliar,"Rungger Egg,",Amt für Bodendenkmäler Bozen / Ufficio Beni archeologici Bolzano,33-1/53 L,"length: 7.2 cm, width: 3.8 cm, base diameter: 3.4 cm, thickness: 4 mm",fragmentary,"Gleirscher et al. 2002: 163, pl. 83.17",0,13446,2015-09-10T11:49:35Z,https://tir.univie.ac.at/wiki/SI-2_potsherd
SL-1 helmet,helmet,bronze,second half of the 5<sup>th</sup> century BC,-425,typology,Vače,,Kunsthistorisches Museum Wien – Antikensammlung,VI 2655,"length: 27 cm, width: 25.8 cm, height: 19 cm, thickness: 1 mm",complete,,0,17669,2020-04-16T22:27:04Z,https://tir.univie.ac.at/wiki/SL-1_helmet
SL-2 helmet,helmet,bronze,second half of 5<sup>th</sup>–beginning of 4<sup>th</sup> century BC,-410,typology,Ženjak,Obrat,Kunsthistorisches Museum Wien – Antikensammlung,VI 1659,"length: 28 cm, width: 26 cm, height: 18 cm, thickness: 1 mm","complete, damaged",,0,17755,2020-05-20T21:31:40Z,https://tir.univie.ac.at/wiki/SL-2_helmet
SR-1 antler,unidentifiable,antler,3rd century BC,-250,archaeological context,Serso,Montesei di Serso,Museo delle Scienze di Trento,PEGO 44,"length: 13.7 cm, width: 3.6 cm, height: 5 mm","fragmentary, incomplete, restored","Pellegrini & Sebesta 1965: 3–8, 8 (No. 1), fig. 3; Dal Rì 1987: 176 (No. 725a); Nothdurfter 2002: 1149 (list 3, No. 7)",5,13504,2015-09-13T17:14:08Z,https://tir.univie.ac.at/wiki/SR-1_antler
SR-10 antler,unidentifiable,antler,3rd century BC,-250,archaeological context,Serso,Montesei di Serso,Museo delle Scienze di Trento,PEGO 82,"length: 12 cm, width: 2.1 cm, height: 1.9 cm","damaged, fragmentary, restored","Pellegrini & Sebesta 1965: 3–8, 15 (No. 10) with fig.; Nothdurfter 2002: 1150 (list 3, No. 7)",5,13499,2015-09-11T13:32:17Z,https://tir.univie.ac.at/wiki/SR-10_antler
SR-11 stone,stone,porphyry,3rd century BC,-250,archaeological context,Serso,Montesei di Serso,Museo delle Scienze di Trento,none,"length: 38 cm, width: 27 cm, height: 13 cm","complete, damaged, restored","Pellegrini & Sebesta 1965: 3–8, 15 (No. 11)",5,13500,2015-09-11T13:33:19Z,https://tir.univie.ac.at/wiki/SR-11_stone
SR-12 antler,unidentifiable,antler,3rd century,-250,archaeological context,Serso,Montesei di Serso,Museo delle Scienze di Trento,,"length 2.1 cm, width 2 cm",fragmentary,"Pellegrini & Sebesta 1965: 3–8, 16 (No. 12) with fig.; Nothdurfter 2002: 1150 (list 3, No. 7)",0,9566,2014-11-11T22:30:34Z,https://tir.univie.ac.at/wiki/SR-12_antler
SR-13 antler,unidentifiable,antler,3rd century,-250,archaeological context,Serso,Montesei di Serso,Museo delle Scienze di Trento,PEGO 81,"length: 4.2 cm, width: 1.9 cm, height: 8 mm","damaged, fragmentary, restored","Pellegrini & Sebesta 1965: 3–8, 16 (No. 13) with fig.; Nothdurfter 2002: 1150 (list 3, No. 7)",5,13501,2015-09-11T13:35:09Z,https://tir.univie.ac.at/wiki/SR-13_antler
SR-14 potsherd,bowl,pottery,3rd century,-250,archaeological context,Serso,Montesei di Serso,Museo delle Scienze di Trento,,"7 cm, 6 cm",fragmentary,"Pellegrini & Sebesta 1965: 3–8, 16 (No. 14)",0,9567,2014-11-11T22:31:18Z,https://tir.univie.ac.at/wiki/SR-14_potsherd
SR-15 bowl,bowl,pottery,5th–1st centuries BC,-250,archaeological context,Serso,Montesei di Serso,Museo delle Scienze di Trento,PEGO 14,"height: 7.8 cm, rim diameter: 10.6 cm, maximum diameter: 10.8 cm, base diameter: 3 cm, thickness: 4 mm",complete,"Perini 1965b: 155 (No. B 1), fig. 6",5,13502,2015-09-11T13:37:07Z,https://tir.univie.ac.at/wiki/SR-15_bowl
SR-2 antler,unidentifiable,antler,3rd century BC,-250,archaeological context,Serso,Montesei di Serso,Museo delle Scienze di Trento,PEGO 48,"length: 9.1 cm, width: 8.9 cm, height: 10 mm",fragmentary,"Pellegrini & Sebesta 1965: 3–8, 9–10 (No. 2), fig. 4; Dal Rì 1987: 176 (No. 725b); Nothdurfter 2002: 1149–1150 (list 3, No. 7)",5,13491,2015-09-11T13:18:13Z,https://tir.univie.ac.at/wiki/SR-2_antler
SR-3 antler,unidentifiable,antler,3rd century BC,-250,archaeological context,Serso,Montesei di Serso,Museo delle Scienze di Trento,PEGO 49,"length: 10.4 cm, width: 3 cm, height: 10 mm","fragmentary, restored","Pellegrini & Sebesta 1965: 3–8, 10–11 (No. 3), fig. 5; Dal Rì 1987: 176 (No. 725c); Nothdurfter 2002: 1150 (list 3, No. 7)",5,13492,2015-09-11T13:19:25Z,https://tir.univie.ac.at/wiki/SR-3_antler
SR-4 antler,unidentifiable,antler,3rd century BC,-250,archaeological context,Serso,Montesei di Serso,Museo delle Scienze di Trento,PEGO 1165,"length: 6.1 cm, width: 2.4 cm, height: 2.3 cm",fragmentary,"Pellegrini & Sebesta 1965: 3–8, 11–12 (No. 4), fig. 6 and 7; Nothdurfter 2002: 1150 (list 3, No. 7)",5,13493,2015-09-11T13:21:51Z,https://tir.univie.ac.at/wiki/SR-4_antler
SR-5 antler,handle,antler,3rd century BC,-250,archaeological context,Serso,Montesei di Serso,Museo delle Scienze di Trento,PEGO 83,"length: 11.2 cm, width: 2.8 cm, height: 10 mm","damaged, fragmentary, restored","Pellegrini & Sebesta 1965: 3–8, 12 (No. 5), fig. 8; Dal Rì 1987: 176 (No. 725d); Marzatico 1996: 55, 64 (cat. No. I,21), fig. 13; Nothdurfter 2002: 1150 (list 3, No. 7)",5,13494,2015-09-11T13:22:54Z,https://tir.univie.ac.at/wiki/SR-5_antler
SR-6 antler,unidentifiable,antler,3rd century BC,-250,archaeological context,Serso,Montesei di Serso,Museo delle Scienze di Trento,PEGO 47,"length: 11.6 cm, width: 2.7 cm, height: 7.5 mm","fragmentary, restored","Pellegrini & Sebesta 1965: 3–8, 13 (No. 6), fig. 9; Dal Rì 1987: 176 (No. 725e); Nothdurfter 2002: 1150 (list 3, No. 7)",5,13495,2015-09-11T13:26:50Z,https://tir.univie.ac.at/wiki/SR-6_antler
SR-7 antler,unidentifiable,antler,3rd century BC,-250,archaeological context,Serso,Montesei di Serso,Museo delle Scienze di Trento,PEGO 46,"length: 7.6 cm, width: 3.1 cm, height: 1.1 cm","fragmentary, restored","Pellegrini & Sebesta 1965: 3–8, 13–14 (No. 7), fig. 10; Nothdurfter 2002: 1150 (list 3, No. 7)",5,13496,2015-09-11T13:28:10Z,https://tir.univie.ac.at/wiki/SR-7_antler
SR-8 antler,unidentifiable,antler,3rd century BC,-250,archaeological context,Serso,Montesei di Serso,Museo delle Scienze di Trento,PEGO 88,"length: 5.4 cm, width: 1.9 cm, height: 8.5 mm","fragmentary, restored","Pellegrini & Sebesta 1965: 3–8, 14 (No. 8), fig. 11; Nothdurfter 2002: 1150 (list 3, No. 7)",5,13497,2015-09-11T13:29:25Z,https://tir.univie.ac.at/wiki/SR-8_antler
SR-9 antler,unidentifiable,antler,3rd century BC,-250,archaeological context,Serso,Montesei di Serso,Museo delle Scienze di Trento,PEGO 45,"length: 14.2 cm, width: 2.8 cm, height: 1.1 cm","fragmentary, restored","Pellegrini & Sebesta 1965: 3–8, 14–15 (No. 9) with fig.; Nothdurfter 2002: 1150 (list 3, No. 7)",5,13498,2015-09-11T13:31:01Z,https://tir.univie.ac.at/wiki/SR-9_antler
ST rock,rock,stone,,,,Brandenberg,Schneidjoch,in situ,,"height 4 m, width 3 m",damaged,,0,17763,2020-05-24T20:37:10Z,https://tir.univie.ac.at/wiki/ST_rock
