title,type_object,material,date,sortdate,date_derivation,site,field_name,location,inventory_number,dimension,condition,source,checklevel,revision_id,revision_timestamp,url
AS-17 potsherd,beaker,pottery,end of the 4th-3rd centuries BC,-250,archaeological context,Rotzo,"Bostel,",Museo Archeologico dell'Altopiano dei Sette Comuni,320448,"diameter foot: 6 cm, diameter body: 8 cm",fragmentary,"MLR: 128–129 [MLR 100], with photo",0,14860,2016-01-21T10:19:40Z,https://tir.univie.ac.at/wiki/AS-17_potsherd
AS-18 potsherd,beaker,pottery,end of the 4th-3rd centuries BC,-250,archaeological context,Rotzo,"Bostel,",Museo Archeologico dell'Altopiano dei Sette Comuni,unknown,diameter foot: 6 cm,"fragmentary, restored","MLR: 131 [MLR 102], with photo",0,14859,2016-01-21T10:19:10Z,https://tir.univie.ac.at/wiki/AS-18_potsherd
AS-19 beaker,beaker,pottery,end of the 4th-3rd centuries BC,-250,archaeological context,Rotzo,"Bostel,",Museo Archeologico dell'Altopiano dei Sette Comuni,320442,"height: 9.3 cm, diameter foot: 6 cm, diameter mouth: 12.3 cm","complete, restored, damaged","De Guio 2011: 176 et seq., fig. 10.5",0,14868,2016-01-22T08:13:05Z,https://tir.univie.ac.at/wiki/AS-19_beaker
AS-2 potsherd,vessel,pottery,4th–2nd centuries BC,-200,archaeological context,Rotzo,"Bostel,",unknown,,,unknown,Fiorelli 1881: 154–155; Nalli 1895: 258 [No. 1]; PID: 31–32 [No. 217],0,14181,2015-11-11T10:13:25Z,https://tir.univie.ac.at/wiki/AS-2_potsherd
AS-20 potsherd,beaker,pottery,end of the 4th-3rd centuries BC,-250,archaeological context,Rotzo,"Bostel,",Museo Archeologico dell'Altopiano dei Sette Comuni,42691,"diameter foot: 5.8 cm, diameter body: 9.1 cm","fragmentary, restored","De Guio 2011: 176 et seq., fig. 10.4",0,14867,2016-01-21T14:46:40Z,https://tir.univie.ac.at/wiki/AS-20_potsherd
AS-21 beaker,beaker,pottery,end of the 4th–3rd centuries BC,-250,archaeological context,Rotzo,"Bostel,",Museo Archeologico dell'Altopiano dei Sette Comuni,320454,"height: 10.5 cm, diameter foot: 5 cm, diameter mouth: 8 cm","complete, restored, damaged","De Guio 2011: 176 et seq., fig. 10.6",0,14866,2016-01-21T14:30:05Z,https://tir.univie.ac.at/wiki/AS-21_beaker
AS-22 beaker,beaker,pottery,end of the 4th-3rd centuries BC,-250,archaeological context,Rotzo,"Bostel,",Museo Archeologico dell'Altopiano dei Sette Comuni,unknown,"height: 9.5 cm, diameter foot: 5.3 cm, diameter mouth: 10.4 cm","complete, restored, damaged",unpublished,0,14913,2016-01-27T10:30:05Z,https://tir.univie.ac.at/wiki/AS-22_beaker
AS-23 beaker,beaker,pottery,end of the 4th-3rd centuries BC,-250,archaeological context,Rotzo,"Bostel,",Museo Archeologico dell'Altopiano dei Sette Comuni,320461,"height: about 11.5 cm, diameter foot: 6.1 cm, diameter mouth: 12.1 cm","complete, restored",Marinetti 2011b: 202 [No. 4] with fig.,0,14869,2016-01-22T09:39:49Z,https://tir.univie.ac.at/wiki/AS-23_beaker
AS-3 potsherd,beaker,pottery,end of the 4th-3rd centuries BC,-250,archaeological context,Rotzo,Bostel,Museo Nazionale Atestino,213404,"height: 5.3 cm, width: 8.5 cm, thickness: 0.6 cm",fragmentary,"Pellegrini 1915: 120–121, pl. II.23; PID: 32 [No. 218 i]",0,14873,2016-01-25T14:06:59Z,https://tir.univie.ac.at/wiki/AS-3_potsherd
AS-4 potsherd,vessel,pottery,4th–2nd centuries BC,-200,archaeological context,Rotzo,Bostel,unknown,,,fragmentary,"Pellegrini 1915: 120–121, pl. II.22; PID: 32 (No. 218 ii); Leonardi & Ruta Serafini 1981: 36 (No. 154), fig. 37.154",3,12325,2015-06-10T09:54:58Z,https://tir.univie.ac.at/wiki/AS-4_potsherd
AS-5 potsherd,vessel,pottery,4th–2nd centuries BC,-200,archaeological context,Rotzo,Bostel,unknown,,,fragmentary,Pellegrini 1915: 121; PID: 32 (No. 218 iii),3,12076,2015-05-11T08:55:00Z,https://tir.univie.ac.at/wiki/AS-5_potsherd
AS-6 potsherd,vessel,pottery,4th–2nd centuries BC,-200,archaeological context,Rotzo,Bostel,unknown,,,fragmentary,Pellegrini 1915: 121; PID: 32 (No. 218 iv),3,12077,2015-05-11T08:57:04Z,https://tir.univie.ac.at/wiki/AS-6_potsherd
AS-7 potsherd,vessel,pottery,4th–2nd centuries BC,-200,archaeological context,Rotzo,Bostel,unknown,,,fragmentary,Pellegrini 1915: 121; PID: 32 (No. 218 v),3,12078,2015-05-11T08:58:07Z,https://tir.univie.ac.at/wiki/AS-7_potsherd
AS-8 potsherd,cup,pottery,4th–2nd centuries BC,-200,archaeological context,Rotzo,Bostel,unknown,,,fragmentary,Pellegrini 1915: 121; PID: 32 (No. 218 vi),3,12079,2015-05-11T09:00:38Z,https://tir.univie.ac.at/wiki/AS-8_potsherd
AS-9 potsherd,cup,pottery,4th–2nd centuries BC,-200,archaeological context,Rotzo,Bostel,unknown,,,fragmentary,Pellegrini 1915: 121; PID: 32 (No. 218 vii),3,12080,2015-05-11T09:02:11Z,https://tir.univie.ac.at/wiki/AS-9_potsherd
AV-1 ring,ring,silver,5th century BC,-470,archaeological context,Nußdorf,Flur Moosholz,Archäologische Staatssammlung München,"2001,37","diameter: 1.8-2 cm, height: 2-2.5 mm, thickness: 0.15-0.7 mm, weight: 0.831 g",complete,"Ziegaus & Rix 1998: 296–303, fig. 1,3; Neudert 2005: 9, fig. 4a, 4b; Ziegaus 2011: 644, fig. 7.18; Hauser 2011: 69–70 (cat. No. 2), pl. 1,2",3,13464,2015-09-10T13:28:15Z,https://tir.univie.ac.at/wiki/AV-1_ring
BZ-1 potsherd,bowl,pottery,middle of the 5th–middle of the 3rd centuries BC,-350,"typology, archaeological context",Meran / Merano,Hochbühel,Tiroler Landesmuseum Ferdinandeum,12.629,"height: 4.9 cm, rim diameter: 8 cm, maximum diameter: 10.4 cm, thickness: 4 mm","fragmentary, restored, damaged","Torggler-Wöß 1953b: 442–443, pl. I/4; Lunz 1974: 410 [No. 73.1], pl. 73,1",0,15470,2016-03-22T14:39:14Z,https://tir.univie.ac.at/wiki/BZ-1_potsherd
BZ-10 slab,slab,porphyry,5th–2nd centuries BC,-300,archaeological context,Pfatten / Vadena,Stadlhof,Tiroler Landesmuseum Ferdinandeum,8.636,"height: 115.5 cm, length: 29 cm, width: 14.5 cm",complete,"Franz 1951: 129–130, pl. XV; Franz 1959: 229, pl. 4; Marchesini 2014b: 202 (fig.), pl. 2",5,14747,2016-01-14T15:49:29Z,https://tir.univie.ac.at/wiki/BZ-10_slab
BZ-11 cist,vessel,bronze,,,archaeological context,Pfatten / Vadena,"Stadlhof,",unknown,,,"damaged, fragmentary","Ghislanzoni 1939: 514–515, fig. 156",5,12643,2015-07-08T07:34:58Z,https://tir.univie.ac.at/wiki/BZ-11_cist
BZ-12 key,key,iron,,,,Pfatten / Vadena,Leuchtenburg / Castelchiaro,Amt für Bodendenkmäler Bozen / Ufficio Beni archeologici Bolzano,none,"length: 38.9 cm, width: 22.5 cm, thickness: 10 mm",complete,"Schumacher 2004: 181, 210–211, pl. 4.1",5,13433,2015-09-09T13:15:31Z,https://tir.univie.ac.at/wiki/BZ-12_key
BZ-13 potsherd,bowl,pottery,3rd–2nd centuries BC,-200,typology,Pfatten / Vadena,,unknown,,,fragmentary,"Schumacher 2004: 182, 211, pl. 3.4",3,12057,2015-05-11T03:36:13Z,https://tir.univie.ac.at/wiki/BZ-13_potsherd
BZ-14 plaque,plaque,bronze,,,,Eppan / Appiano,Putzer Gschleier,Amt für Bodendenkmäler Bozen / Ufficio Beni archeologici Bolzano,2405,"length: 8.2 cm, width: 2.3 cm, height: 0.9 cm, thickness: 0.1 mm",fragmentary,"Mayr 1947: 267; Franz 1957: 105–106; Pallua 1970: 23, 40 [cat. No. 597], fig. 5",5,13434,2015-09-09T13:19:10Z,https://tir.univie.ac.at/wiki/BZ-14_plaque
BZ-15 antler,unidentifiable,antler,,,,Eppan / Appiano,Putzer Gschleier,Tiroler Landesmuseum Ferdinandeum,17.611,"length: 14.3 cm, width: 2.5 cm, height: 2.2 cm","damaged, fragmentary","Franz 1957: 106 fig. 1; Pallua 1970: 41 (cat. No. 10), pl. 2, fig. 7; Nothdurfter 2002: 1148 (list 3, No. 3)",5,13768,2015-09-28T12:40:46Z,https://tir.univie.ac.at/wiki/BZ-15_antler
BZ-16 chisel,chisel,iron,,,,Eppan / Appiano,St. Pauls / San Paolo,Tiroler Landesmuseum Ferdinandeum,15.040,"length: 16.6 cm, width: 2.1 cm, height: 1.9 cm","complete, damaged","Pallua 1970: 43 (cat. No. 620), pl. 5, fig. 2",5,13775,2015-09-28T13:00:59Z,https://tir.univie.ac.at/wiki/BZ-16_chisel
BZ-17 axe,axe,bronze,7th–beginning of the 6th centuries BC,-600,typology,Kaltern / Caldaro,,Castello del Buonconsiglio,2789,"length: 13.7 cm, width: 6.1 cm, height: 4.1 cm",complete,"Orsi 1882: 14 [No. 8], fig. 1.8; Lunz 1974: 355, pl. 6.6; Marzatico 1997: 452–453 [No. 1100], fig. 197; Zamboni 2011g: 641, fig. 7.16",5,14553,2015-12-10T09:05:52Z,https://tir.univie.ac.at/wiki/BZ-17_axe
BZ-19 sickle,sickle,iron,,,,Tisens / Tesimo,"St. Hippolyt / Sant'Ippolito,",Tiroler Landesmuseum Ferdinandeum,17.322,"length: 21.4 cm, width: 10.7 cm, thickness: 4 mm","complete, damaged","Franz 1959: 229, fig. 3.3; Kaltenhauser 1966: 62, pl. 15.8",5,17634,2020-04-16T10:04:19Z,https://tir.univie.ac.at/wiki/BZ-19_sickle
BZ-2 axe,axe,bronze,5th century BC,-450,typology,Tisens / Tesimo,St. Christoph,Tiroler Landesmuseum Ferdinandeum,1.684,"length: 16.4 cm, width: 7.5 cm, height: 2.9 cm",complete,"Campi 1901: 6 et seqq.; Mayr 1955: 42–43, pl. 1; Lunz 1974: 358, pl. 10; Zemmer-Plank et al. 1985: 165 [cat. No. 34]",5,15700,2016-04-11T14:59:01Z,https://tir.univie.ac.at/wiki/BZ-2_axe
BZ-20 potsherd,bowl,pottery,middle of the 5th–4th centuries BC,-375,"typology, archaeological context",Tisens / Tesimo,"St. Hippolyt / Sant'Ippolito,",Tiroler Landesmuseum Ferdinandeum,1.297,"height: 5 cm, rim diameter: 8 cm, maximum diameter: 8.4 cm, thickness: 4 mm",fragmentary,"Kaltenhauser 1966: 143 [No. 309], pl. 37.5; Lunz 1974: 412 [No. 73.16], pl. 73.16",2,15473,2016-03-23T07:18:27Z,https://tir.univie.ac.at/wiki/BZ-20_potsherd
BZ-21 potsherd,bowl,pottery,middle of the 5th–1st half of the 4th centuries BC,-375,"typology, archaeological context",Tisens / Tesimo,"St. Hippolyt / Sant'Ippolito,",Tiroler Landesmuseum Ferdinandeum,1.298,"height: 5.6 cm, rim diameter: 7.6 cm, maximum diameter: 8.4 cm, thickness: 3 mm",fragmentary,"Kaltenhauser 1966: 142 [No. 308], pl. 37.4",0,15476,2016-03-23T07:46:35Z,https://tir.univie.ac.at/wiki/BZ-21_potsherd
BZ-22 potsherd,bowl,pottery,middle of the 5th–4th centuries BC,-375,"typology, archaeological context",Tisens / Tesimo,"St. Hippolyt / Sant'Ippolito,",Tiroler Landesmuseum Ferdinandeum,15.550,"length: 4.6 cm, height: 3.3 cm, thickness: 4 mm",fragmentary,"Kaltenhauser 1966: 143 [No. 310], pl. 37.6",0,15477,2016-03-23T07:56:38Z,https://tir.univie.ac.at/wiki/BZ-22_potsherd
BZ-23 potsherd,bowl,pottery,end of the 6th–middle of the 3rd centuries BC,-375,archaeological context,Meran / Merano,"Hochbühel,",Tiroler Landesmuseum Ferdinandeum,2.574,"height: 2.7 cm, base diameter: 8 cm, thickness: 7 mm",fragmentary,Torggler-Wöß 1953b: 442 [No. 2 Standringe],0,15464,2016-03-18T08:35:42Z,https://tir.univie.ac.at/wiki/BZ-23_potsherd
BZ-24 slab,slab,sandstone,,,"archaeological context, linguistics",Eppan / Appiano,Maderneid / Maderneto,Stadtmuseum Bozen / Museo Civico di Bolzano,,"length: 40 cm, width: 13 cm, height: 60 cm",complete,Mayr 1956: 175–176,5,13452,2015-09-10T12:50:38Z,https://tir.univie.ac.at/wiki/BZ-24_slab
BZ-25 fragment,vessel,bronze,,,,Pfatten / Vadena,,Castello del Buonconsiglio,6401,"height: 5.4 cm, rim diameter: 6.3 cm, base diamenter: 5.9 cm, thickness: 0.1 mm",fragmentary,unpublished,5,13538,2015-09-17T12:28:08Z,https://tir.univie.ac.at/wiki/BZ-25_fragment
BZ-26 fragment,helmet,bronze,2nd half of the 5th century–1st century BC,-225,typology,Jenesien / San Genesio Atesino,Kosman-Gut,Amt für Bodendenkmäler Bozen / Ufficio Beni archeologici Bolzano,,"fragment 1: length: 5.7 cm, width: 3 cm, height: 0.6 cm, thickness: 1 mm<br>fragment 2: length: 4 cm, width: 3.9 cm, thickness: 1 mm<br>fragment 3: length: 2.8 cm, width: 1.8 cm, thickness: 1 mm<br>fragment 4: length: 2.1 cm, width: 1.5 cm, thickness: 1 mm",fragmentary,Lunz & Morandi 2003: 341–349,5,13543,2015-09-17T12:40:26Z,https://tir.univie.ac.at/wiki/BZ-26_fragment
BZ-27 fragment,helmet,bronze,2nd half of the 5th century–1st century BC,-225,typology,Jenesien / San Genesio Atesino,Kosman-Gut,Amt für Bodendenkmäler Bozen / Ufficio Beni archeologici Bolzano,,"length: 2.7 cm, width: 1.8 cm, height: 1.4 cm, thickness: 1 mm",fragmentary,unpublished,5,13436,2015-09-09T13:29:14Z,https://tir.univie.ac.at/wiki/BZ-27_fragment
BZ-28 fragment,helmet,bronze,2nd half of the 5th century–1st century BC,-225,typology,Jenesien / San Genesio Atesino,Kosman-Gut,Amt für Bodendenkmäler Bozen / Ufficio Beni archeologici Bolzano,,"length: 3.6 cm, width: 1.9 cm, height: 0.3 cm, thickness: 1.5 mm",fragmentary,unpublished,5,13437,2015-09-09T13:31:26Z,https://tir.univie.ac.at/wiki/BZ-28_fragment
BZ-29 fragment,helmet,bronze,2nd half of the 5th century–1st century BC,-225,typology,Jenesien / San Genesio Atesino,Kosman-Gut,Amt für Bodendenkmäler Bozen / Ufficio Beni archeologici Bolzano,,"length: 3.7 cm, width: 2.5 cm, height: 0.4 cm, thickness: 1 mm",fragmentary,unpublished,5,13438,2015-09-09T13:35:57Z,https://tir.univie.ac.at/wiki/BZ-29_fragment
BZ-3 simpulum,simpulum,bronze,5th–4th centuries BC,-400,typology,Terlan / Terlano,Siebeneich,Tiroler Landesmuseum Ferdinandeum,115,"height: 19.4 cm, length: 9.7 cm, thickness (stem): 6 mm, thickness (bowl): 1.5 mm","complete, damaged",Lunz 1973b: 54; Zemmer-Plank et al. 1985: 166 (cat. No. 44),5,13638,2015-09-23T13:43:20Z,https://tir.univie.ac.at/wiki/BZ-3_simpulum
BZ-4 fragment,vessel,bronze,,,,Bozen / Bolzano,Moritzing / San Maurizio,Staatliche Museen zu Berlin – Antikensammlung,Fr. 1810,"rim diameter: 10.8 cm, height: 4 cm, thickness: 0.2 mm",fragmentary,"Mayr 1960c: 126–127; Egg 1992: 156–158, fig. 5,1, pl. 4.2, pl. 8; Steiner 2002: 254–258, 314, pl. 38,4",3,14011,2015-11-03T07:29:11Z,https://tir.univie.ac.at/wiki/BZ-4_fragment
BZ-5 handle,vessel,bronze,5th–3rd centuries BC,-350,typology,Siebeneich / Settequerce,Greifensteiner Hang,Amt für Bodendenkmäler Bozen / Ufficio Beni archeologici Bolzano,none,"length: 12 cm, width: 1 cm, thickness: 5 mm",restored,"Lunz 1985: 145–146, pl. XXXVII, fig. 9.12",0,13431,2015-09-09T13:03:06Z,https://tir.univie.ac.at/wiki/BZ-5_handle
BZ-6 slab,slab,stone,,,cultural context,Siebeneich / Settequerce,Patauner,Amt für Bodendenkmäler Bozen / Ufficio Beni archeologici Bolzano,7789,"length: 19 cm, width: 12 cm, height: 72 cm",damaged,Schumacher 2004: 179,5,13432,2015-09-09T13:06:40Z,https://tir.univie.ac.at/wiki/BZ-6_slab
BZ-7 cist,vessel,bronze,,,,Bozen / Bolzano,Moritzing / San Maurizio,Tiroler Landesmuseum Ferdinandeum,2.729,"height: 31.4 cm, thickness: 0.2 mm",fragmentary,"Wieser 1891: 311– 315 (No. 1), pl. I, pl. IV.1, pl. IV.2; Frey 1962: 68–69 (No. 13), fig. 12, pl. 29, pl. 66; Sölder 2011: 597",5,17625,2020-04-16T09:59:28Z,https://tir.univie.ac.at/wiki/BZ-7_cist
BZ-8 situla,vessel,bronze,beginning of the 4th century BC,-388,"typology, archaeological context",Bozen / Bolzano,Moritzing / San Maurizio,Tiroler Landesmuseum Ferdinandeum,2.717,"height (largest fragment): 9.8 cm, rim diameter: 22.4 cm, thickness: 0.2 mm",fragmentary,"Wieser 1891: 319–323, pl. 3, pl. 4.4; Steiner 2002: 311, pl. 30",5,17628,2020-04-16T10:00:19Z,https://tir.univie.ac.at/wiki/BZ-8_situla
BZ-9 handle,vessel,bronze,5th–4th centuries BC,-400,unknown,Bozen / Bolzano,Moritzing / San Maurizio,Stadtmuseum Bozen / Museo Civico di Bolzano,87,"length: 17 cm, height: 10.7 cm, thickness: 6.5 mm",unknown,"Orgler 1866: 2–5 fig. 35; Steiner 2002: 254–258, 303, pl. 19,7",5,13451,2015-09-10T12:47:22Z,https://tir.univie.ac.at/wiki/BZ-9_handle
CE-1 situla,vessel,bronze,4th century BC,-350,typology,Cembra,Caslir,Castello del Buonconsiglio,6387,"height: 28.3 cm, rim diameter: 23.6 cm, maximum diameter: 29 cm, base diameter: 22.6 cm, thickness: 0.4 mm","complete, damaged","Marzatico 1998: 29–30, fig. 9; Oberosler 2004: 645–646, fig. 6.4; Marzatico 2011: 640–641, fig. 7.15",5,13539,2015-09-17T12:31:24Z,https://tir.univie.ac.at/wiki/CE-1_situla
EN-1 potsherd,bowl,pottery,first half of the 5th–middle of the 3rd centuries BC,-350,"typology, archaeological context",Ardez,Suotchastè,Rätisches Museum Chur,P 1973.2842,"length: 7.5 cm, height: 6.5 cm, thickness: 5 mm",fragmentary,"Risch 1989: 1580 (No. 1), fig. 7; Caduff 2007: 15–16, 43–45, 74 (No. 222), pl. 14.222",0,15415,2016-03-14T11:21:59Z,https://tir.univie.ac.at/wiki/EN-1_potsherd
FI-1 antler,handle,antler,half of the 5th–beginning of the 4th centuries BC,-425,archaeological context,Tesero,Sottopedonda,Soprintendenza per i beni culturali della Provincia autonoma di Trento – Ufficio beni archeologici,TSP 81,"length: 7 cm, width: 3.4 cm, height: 2.7 cm","incomplete, restored","Sebesta 1981: 193–204, fig. 1, 2, 3, 3a; Silvestri 1983: 195–196, fig. 8; Dal Rì 1987: 175–176 [No. 724]; Roncador 2011: 645–646, fig. 7.22",0,14992,2016-02-01T05:19:07Z,https://tir.univie.ac.at/wiki/FI-1_antler
FP-1 miniature shield,miniature shield,bronze,probably 5<sup>th</sup> century,-450,"typology, cultural context",Biberwier,Fern pass,Abteilung Ur- und Frühgeschichte Universität Innsbruck,none,9.9 cm x 4.7 cm x 0.4 mm,"incomplete, damaged",,2,17376,2020-04-02T22:08:25Z,https://tir.univie.ac.at/wiki/FP-1_miniature_shield
HU-1 axe,axe,bronze,,,,unknown,,unknown,,"9 cm, 16 cm",unknown,PID: 628 (No. 193bis),3,7023,2014-03-22T16:17:44Z,https://tir.univie.ac.at/wiki/HU-1_axe
HU-4 rod,unidentifiable,bronze,,,,unknown,,Castello del Buonconsiglio,"4422, 4423, 4424","fragment 1: length: 13.4 cm, width: 1.2 cm, thickness: 4 mm <br>fragment 2: length: 9 cm, width: 1.3 cm, thickness: 5 mm <br>fragment 3: length: 6.3 cm, width: 1 cm, thickness: 3.5 mm",fragmentary,IR: 285 (No. 71); Schumacher 2004: 197–198,5,13542,2015-09-17T12:38:43Z,https://tir.univie.ac.at/wiki/HU-4_rod
HU-5 bronze,bronze,bronze,4th–3rd centuries BC,-300,typology,unknown,,unknown,,,"complete, damaged","Gempeler 1976: 45, fig. 11a, 11b",1,9651,2014-11-17T13:35:36Z,https://tir.univie.ac.at/wiki/HU-5_bronze
HU-6 bronze,bronze,bronze,4th–3rd centuries BC,-300,typology,unknown,,unknown,,,"complete, damaged","Gempeler 1976: 48, fig. 12a, 12b",1,9657,2014-11-17T13:43:39Z,https://tir.univie.ac.at/wiki/HU-6_bronze
HU-7 situla,vessel,bronze,third quarter of the 6<sup>th</sup> century BC,-537,typology,unknown,,Rhode Island School of Design Museum,Mary B. Jackson Fund 32.245,"height: 26.6 cm, rim diameter: 21 cm, maximum diameter: 23.6 cm, base diameter: 13 cm",restored,,0,18196,2022-08-29T19:37:38Z,https://tir.univie.ac.at/wiki/HU-7_situla
IT-1 potsherd,handle,pottery,250–15 BC,-125,archaeological context,Volders,Himmelreich,Museum Wattens,W.619,"height: 6.9 cm, rim diameter: 16 cm, maximum diameter: 18 cm, thickness: 0.5 cm",fragmentary,"Kasseroler 1957: 102 [find No. M 619], pl. 42, 1",0,15480,2016-03-23T10:46:13Z,https://tir.univie.ac.at/wiki/IT-1_potsherd
IT-2 potsherd,bowl,pottery,,,archaeological context,Volders,Himmelreich,Museum Wattens,W.620,"length: 6.2 cm, height: 2.8 cm, rim diameter: 17 cm, thickness: 4 mm",fragmentary,"Kasseroler 1957: 102 [find No. M 620], pl. 42, 2",0,13745,2015-09-28T07:57:04Z,https://tir.univie.ac.at/wiki/IT-2_potsherd
IT-3 potsherd,vessel,pottery,250–150 BC,-200,archaeological context,Volders,Himmelreich,Tiroler Landesmuseum Ferdinandeum,18.22 H 659,"length: 4.8 cm, height: 5.6 cm, thickness: 3 mm",fragmentary,"Sinnhuber 1949: 64–65, pl. XXV, 43",0,15479,2016-03-23T09:48:07Z,https://tir.univie.ac.at/wiki/IT-3_potsherd
IT-4 unidentifiable,musical instrument,antler,120–15 BC,-70,archaeological context,Fritzens,Pirchboden,Museum Wattens,none,"length: 31.5 cm, width: 1.6 cm, height: 7.2 cm","damaged, incomplete, restored","Tomedi 2001: 31–32, fig. 19; Tomedi 2004: 384 et seq., fig. 2",5,17384,2020-04-03T17:04:01Z,https://tir.univie.ac.at/wiki/IT-4_unidentifiable
IT-5 plaque,plaque,bronze,end of the 6th–beginning of the 5th centuries BC,-500,palaeography,Ampass,Demlfeld,Abteilung Ur- und Frühgeschichte Universität Innsbruck,none,"length: 10.3 cm, width: 7 cm, thickness: 0.1 mm",fragmentary,"Tomedi et al. 2006: 119–120, fig. 7; Marchesini 2013: 45–53, fig. 1, fig. 2; De Simone & Marchesini 2013: pl. 1",1,17385,2020-04-03T17:07:15Z,https://tir.univie.ac.at/wiki/IT-5_plaque
IT-6 stone,stone,stone,,,archaeological context,Pfaffenhofen,Hörtenberg,Landeskonservatorat für Tirol,none,"length: 6.5 cm, width: 5.5 cm, height: 4.9 cm",complete,,0,17387,2020-04-03T17:11:09Z,https://tir.univie.ac.at/wiki/IT-6_stone
IT-7 plaque,plaque,iron,unknown,,archaeological context,Pfaffenhofen,Hörtenberg,Landeskonservatorat für Tirol,none,"length: 9.6 cm, width: 2.6 cm, thickness: 1.5 mm",fragmentary,,0,17388,2020-04-03T17:11:32Z,https://tir.univie.ac.at/wiki/IT-7_plaque
IT-8 potsherd,handle,pottery,,,"typology, archaeological context",Fliess,Pillerhöhe,Archäologisches Museum Fliess,Pi 293/96/1,"length: 4.6 cm, diameter: 1.3 cm",fragmentary,,0,17380,2020-04-03T15:42:14Z,https://tir.univie.ac.at/wiki/IT-8_potsherd
IT-9 fragment,miniature shield,bronze,probably 5<sup>th</sup> century,-450,"typology, cultural context",Fliess,Pillerhöhe,Abteilung Ur- und Frühgeschichte Universität Innsbruck,none,2.5 x 2.5 cm,fragmentary,,0,17382,2020-04-03T15:44:51Z,https://tir.univie.ac.at/wiki/IT-9_fragment
MA-1 antler,unidentifiable,antler,3rd–2nd centuries BC,-200,archaeological context,Magrè,"Castello,",Museo Nazionale Atestino,MNA 60460,"length: 11.3 cm, width: 2.8 cm, height: 1.2 cm",complete,"Pellegrini 1918: 184–185 [No. 12], fig. 19; Nothdurfter 2002: 1148 [list 3, No. 5]",5,13967,2015-10-29T13:00:11Z,https://tir.univie.ac.at/wiki/MA-1_antler
MA-10 antler,unidentifiable,antler,3rd–2nd centuries BC,-200,archaeological context,Magrè,Castello,Museo Nazionale Atestino,MNA 58809,"length: 9.9 cm, width: 2.3 cm, height: 9.5 mm",complete,"Pellegrini 1918: 187 [No. 17], fig. 24; Mayr 1956b: 245 [No. 1], fig. 2; Gambacurta et al. 2002: 189 [cat. No. 22.1]; Nothdurfter 2002: 1149 [list 3, No. 5]",5,13977,2015-10-29T13:11:56Z,https://tir.univie.ac.at/wiki/MA-10_antler
MA-11 antler,unidentifiable,antler,3rd–2nd centuries BC,-200,archaeological context,Magrè,"Castello,",Museo Nazionale Atestino,MNA 58816,"length: 10.9 cm, width: 3.5 cm, height: 1.3 cm",fragmentary,"Pellegrini 1918: 180 [No. 5], fig. 12; Gambacurta et al. 2002: 189 [cat. No. 22.8]; Nothdurfter 2002: 1149 [list 3, No. 5]",0,13978,2015-10-29T13:12:40Z,https://tir.univie.ac.at/wiki/MA-11_antler
MA-12 antler,unidentifiable,antler,3rd–2nd centuries BC,-200,archaeological context,Magrè,Castello,Museo Nazionale Atestino,MNA 60459,"length: 5.9 cm, width: 2.3 cm, height: 8 mm",fragmentary,"Pellegrini 1918: 180 [No. 4], fig. 11; Nothdurfter 2002: 1149 [list 3, No. 5]",5,13979,2015-10-29T13:13:12Z,https://tir.univie.ac.at/wiki/MA-12_antler
MA-13 antler,unidentifiable,antler,3rd–2nd centuries BC,-200,archaeological context,Magrè,"Castello,",Museo Nazionale Atestino,MNA 58815,"length: 13.5 cm, width: 2.55 cm, height: 1.15 cm",damaged,"Pellegrini 1918: 179 [No. 3], fig. 10; Pellegrini & Sebesta 1965: 3–4, fig. 2; Gambacurta et al. 2002: 189 [cat. No. 22.7]; Nothdurfter 2002: 1149 [list 3, No. 5]",5,13981,2015-10-29T13:19:15Z,https://tir.univie.ac.at/wiki/MA-13_antler
MA-14 antler,unidentifiable,antler,3rd–2nd centuries BC,-200,archaeological context,Magrè,"Castello,",Museo Nazionale Atestino,MNA 60457,"length: 13.4 cm, width: 2.4 cm, height: 1 cm","fragmentary, restored","Pellegrini 1918: 179 [No. 2], fig. 9; Nothdurfter 2002: 1149 [list 3, No. 5]",5,13982,2015-10-29T13:19:55Z,https://tir.univie.ac.at/wiki/MA-14_antler
MA-15 antler,unidentifiable,antler,3rd–2nd centuries BC,-200,archaeological context,Magrè,"Castello,",Museo Nazionale Atestino,,"length: 4.5 cm, width: 2.2 cm, height: 9 mm",fragmentary,"Pellegrini 1918: 189 [No. 20], fig. 27; Nothdurfter 2002: 1149 [list 3, No. 5]",5,13983,2015-10-29T13:21:04Z,https://tir.univie.ac.at/wiki/MA-15_antler
MA-16 antler,unidentifiable,antler,3rd–2nd centuries BC,-200,archaeological context,Magrè,"Castello,",Museo Nazionale Atestino,MNA 58819,"length: 17.6 cm, width: 2.9 cm, height: 1.85 cm","complete, damaged","Pellegrini 1918: 181 [No. 6], fig. 13; Nothdurfter 2002: 1149 [list 3, No. 5]",5,13984,2015-10-29T13:22:43Z,https://tir.univie.ac.at/wiki/MA-16_antler
