word,freq,pred_class,prob_raw,prob_cal,p_FUNC,p_NAME-F,p_NAME-M,p_OTHER,p_THEO,p_VERB
velchi,1,NAME-F,0.895,0.476,0.000,0.895,0.105,0.000,0.000,0.000
velcialua,1,NAME-F,0.846,0.476,0.000,0.846,0.141,0.012,0.000,0.000
velclthi,1,NAME-F,0.749,0.476,0.000,0.749,0.251,0.000,0.000,0.000
vele,1,OTHER,0.826,0.476,0.000,0.000,0.174,0.826,0.000,0.000
veliasa,1,NAME-M,0.786,0.476,0.000,0.214,0.786,0.000,0.000,0.000
velth,1,NAME-M,0.886,0.476,0.000,0.001,0.886,0.113,0.000,0.000
velthritialisa,1,NAME-F,0.897,0.476,0.000,0.897,0.103,0.000,0.000,0.000
velthura,1,NAME-M,0.848,0.476,0.000,0.060,0.848,0.091,0.000,0.000
veltiasa,1,NAME-M,0.837,0.476,0.000,0.163,0.837,0.000,0.000,0.000
venece,1,NAME-M,0.830,0.476,0.000,0.001,0.830,0.169,0.000,0.000
venke,1,OTHER,0.843,0.476,0.000,0.001,0.156,0.843,0.000,0.000
venthu,1,NAME-M,0.736,0.476,0.000,0.003,0.736,0.261,0.000,0.000
venu,1,NAME-M,0.714,0.476,0.000,0.002,0.714,0.284,0.000,0.000
vepui,1,NAME-F,0.884,0.476,0.000,0.884,0.012,0.104,0.000,0.000
vepupulatha,1,NAME-M,0.724,0.476,0.000,0.104,0.724,0.172,0.000,0.000
vernaia,1,NAME-F,0.881,0.476,0.000,0.881,0.111,0.009,0.000,0.000
vestrknal,1,NAME-F,0.878,0.476,0.000,0.878,0.122,0.000,0.000,0.000
vethunz,1,NAME-M,0.835,0.476,0.000,0.057,0.835,0.108,0.001,0.000
vetlvntha,1,OTHER,0.723,0.476,0.000,0.037,0.240,0.723,0.000,0.000
vetuniasa,1,NAME-M,0.789,0.476,0.000,0.211,0.789,0.000,0.000,0.000
vetusal,1,NAME-F,0.827,0.476,0.000,0.827,0.173,0.000,0.000,0.000
vetusia,1,NAME-M,0.819,0.476,0.000,0.124,0.819,0.057,0.000,0.000
vezaceinazesialissa,1,NAME-F,0.883,0.476,0.000,0.883,0.117,0.000,0.000,0.000
vipiakarmunipi,1,NAME-F,0.896,0.476,0.000,0.896,0.101,0.003,0.000,0.000
vipiu,1,NAME-M,0.899,0.476,0.000,0.017,0.899,0.084,0.000,0.000
vipsl,1,NAME-M,0.844,0.476,0.000,0.145,0.844,0.000,0.012,0.000
visul,1,NAME-F,0.703,0.476,0.000,0.703,0.133,0.163,0.001,0.000
vitecatha,1,NAME-M,0.707,0.476,0.000,0.293,0.707,0.000,0.000,0.000
vlesial,2,NAME-M,0.702,0.476,0.000,0.298,0.702,0.000,0.000,0.000
vngvento,1,NAME-M,0.763,0.476,0.000,0.144,0.763,0.092,0.001,0.000
vru,1,OTHER,0.805,0.476,0.000,0.000,0.195,0.805,0.000,0.000
vuisinieista,1,OTHER,0.839,0.476,0.000,0.055,0.106,0.839,0.000,0.000
vuli,1,OTHER,0.831,0.476,0.000,0.135,0.034,0.831,0.000,0.000
vulsisa,1,NAME-F,0.819,0.476,0.000,0.819,0.179,0.002,0.000,0.000
wspe,1,OTHER,0.765,0.476,0.000,0.000,0.235,0.765,0.000,0.000
xxe,1,NAME-M,0.899,0.476,0.000,0.018,0.899,0.082,0.000,0.000
zarmaies,1,OTHER,0.875,0.476,0.000,0.000,0.125,0.875,0.000,0.000
zathrmisc,1,NAME-M,0.722,0.476,0.000,0.270,0.722,0.000,0.000,0.007
zaures,1,OTHER,0.754,0.476,0.000,0.000,0.246,0.754,0.000,0.000
zavenazina,1,OTHER,0.721,0.476,0.000,0.000,0.279,0.721,0.000,0.000
zec,1,NAME-M,0.788,0.476,0.000,0.169,0.788,0.015,0.000,0.028
zecsa,1,OTHER,0.819,0.476,0.000,0.037,0.144,0.819,0.000,0.000
zilchus,1,OTHER,0.887,0.476,0.000,0.000,0.113,0.887,0.000,0.000
zilcte,1,VERB,0.867,0.476,0.000,0.006,0.127,0.001,0.000,0.867
zinas,1,OTHER,0.766,0.476,0.000,0.000,0.234,0.766,0.000,0.000
zuslei,1,NAME-M,0.707,0.476,0.000,0.267,0.707,0.025,0.000,0.000
acasa,1,OTHER,0.534,0.427,0.000,0.158,0.308,0.534,0.000,0.000
acasce,1,NAME-M,0.565,0.427,0.000,0.005,0.565,0.001,0.000,0.429
achlesa,1,OTHER,0.635,0.427,0.000,0.006,0.360,0.635,0.000,0.000
acnasvers,1,VERB,0.555,0.427,0.000,0.002,0.434,0.000,0.009,0.555
acvezthi,1,NAME-F,0.667,0.427,0.000,0.667,0.002,0.331,0.000,0.000
afatrunie,1,OTHER,0.569,0.427,0.000,0.000,0.431,0.569,0.000,0.000
aisasi,1,NAME-M,0.600,0.427,0.000,0.400,0.600,0.000,0.000,0.000
aiser,2,NAME-M,0.655,0.427,0.000,0.086,0.655,0.257,0.001,0.000
aisera,1,NAME-M,0.699,0.427,0.000,0.300,0.699,0.002,0.000,0.000
alethnasialisa,1,NAME-F,0.572,0.427,0.000,0.572,0.428,0.000,0.000,0.000
alsiia,1,NAME-F,0.589,0.427,0.000,0.589,0.411,0.000,0.000,0.000
altui,1,OTHER,0.561,0.427,0.000,0.438,0.001,0.561,0.000,0.000
aneina,1,NAME-M,0.532,0.427,0.000,0.032,0.532,0.436,0.000,0.000
aniach,1,NAME-M,0.507,0.427,0.000,0.490,0.507,0.002,0.000,0.000
anina,1,NAME-M,0.501,0.427,0.000,0.008,0.501,0.492,0.000,0.000
ankvenesankariateveiiae,1,OTHER,0.594,0.427,0.000,0.001,0.406,0.594,0.000,0.000
ape,1,OTHER,0.692,0.427,0.000,0.000,0.308,0.692,0.000,0.000
apie,2,OTHER,0.649,0.427,0.000,0.000,0.351,0.649,0.000,0.000
apolenei,1,OTHER,0.697,0.427,0.000,0.283,0.020,0.697,0.000,0.000
aranthiatefu,1,NAME-M,0.637,0.427,0.000,0.010,0.637,0.352,0.000,0.000
archisa,1,NAME-M,0.564,0.427,0.000,0.435,0.564,0.001,0.000,0.000
arcsne,1,OTHER,0.644,0.427,0.000,0.002,0.354,0.644,0.000,0.000
aricin,1,OTHER,0.558,0.427,0.000,0.017,0.425,0.558,0.000,0.000
arimini,1,NAME-F,0.584,0.427,0.000,0.584,0.289,0.128,0.000,0.000
arisaeki,1,OTHER,0.513,0.427,0.000,0.016,0.471,0.513,0.000,0.000
arnphth,1,OTHER,0.578,0.427,0.000,0.000,0.422,0.578,0.000,0.000
arnthialise,1,NAME-F,0.556,0.427,0.000,0.556,0.444,0.000,0.000,0.000
arnthvl,1,NAME-M,0.699,0.427,0.000,0.134,0.699,0.167,0.000,0.000
arntnisa,1,NAME-M,0.563,0.427,0.000,0.437,0.563,0.000,0.000,0.000
arntos,2,OTHER,0.683,0.427,0.000,0.001,0.316,0.683,0.000,0.000
arnuauete,1,NAME-M,0.685,0.427,0.000,0.007,0.685,0.307,0.000,0.000
arsuthin,1,NAME-M,0.543,0.427,0.000,0.066,0.543,0.391,0.000,0.000
arzna,1,NAME-M,0.564,0.427,0.000,0.081,0.564,0.354,0.000,0.000
atiies,1,NAME-M,0.696,0.427,0.000,0.000,0.696,0.304,0.000,0.000
atrenas,1,NAME-M,0.549,0.427,0.000,0.000,0.549,0.451,0.000,0.000
aulepetrplancure,1,NAME-M,0.531,0.427,0.000,0.001,0.531,0.468,0.000,0.000
auli,2,OTHER,0.610,0.427,0.000,0.122,0.267,0.610,0.000,0.000
avilchval,1,NAME-M,0.600,0.427,0.000,0.399,0.600,0.000,0.001,0.000
avlena,1,NAME-M,0.616,0.427,0.000,0.000,0.616,0.384,0.000,0.000
avlenumnasturke,1,OTHER,0.674,0.427,0.000,0.000,0.326,0.674,0.000,0.000
avli,2,NAME-M,0.690,0.427,0.000,0.035,0.690,0.275,0.000,0.000
cacu,3,NAME-M,0.527,0.427,0.000,0.005,0.527,0.467,0.000,0.000
caiina,1,NAME-M,0.608,0.427,0.000,0.012,0.608,0.380,0.000,0.000
cal,1,NAME-M,0.665,0.427,0.000,0.317,0.665,0.000,0.017,0.001
calanice,2,OTHER,0.651,0.427,0.000,0.005,0.344,0.651,0.000,0.000
calxusu,1,NAME-M,0.662,0.427,0.000,0.027,0.662,0.311,0.000,0.000
camarinesa,1,NAME-M,0.502,0.427,0.000,0.498,0.502,0.000,0.000,0.000
canthisa,1,NAME-M,0.654,0.427,0.000,0.346,0.654,0.000,0.000,0.000
canthisl,1,NAME-M,0.699,0.427,0.000,0.301,0.699,0.000,0.001,0.000
canzate,1,NAME-M,0.517,0.427,0.000,0.003,0.517,0.480,0.000,0.000
canzna,2,NAME-M,0.696,0.427,0.000,0.304,0.696,0.000,0.000,0.000
cap,1,OTHER,0.660,0.427,0.000,0.011,0.329,0.660,0.000,0.000
capeni,1,NAME-F,0.553,0.427,0.000,0.553,0.447,0.000,0.000,0.000
caperi,1,NAME-F,0.584,0.427,0.000,0.584,0.416,0.000,0.000,0.000
caperizamthicvaclarflererisacnisa,1,NAME-M,0.678,0.427,0.000,0.184,0.678,0.138,0.000,0.000
carpna,1,NAME-M,0.546,0.427,0.000,0.115,0.546,0.339,0.000,0.000
cavia,1,NAME-F,0.546,0.427,0.000,0.546,0.289,0.165,0.000,0.000
caviesfuzecena,1,NAME-M,0.535,0.427,0.000,0.000,0.535,0.465,0.000,0.000
ccralnna,1,OTHER,0.574,0.427,0.000,0.249,0.177,0.574,0.000,0.000
cealchls,1,VERB,0.548,0.427,0.000,0.267,0.185,0.000,0.000,0.548
cecham,1,NAME-F,0.507,0.427,0.000,0.507,0.311,0.137,0.000,0.045
ceithurnealsuthina,1,NAME-M,0.598,0.427,0.000,0.262,0.598,0.141,0.000,0.000
cepener,1,NAME-M,0.654,0.427,0.000,0.323,0.654,0.003,0.016,0.005
cerurum,1,NAME-M,0.566,0.427,0.000,0.136,0.566,0.006,0.020,0.272
cesuthui,1,NAME-F,0.501,0.427,0.000,0.501,0.042,0.457,0.000,0.000
cetsevelcneui,1,OTHER,0.558,0.427,0.000,0.434,0.008,0.558,0.000,0.000
ceusn,1,NAME-M,0.654,0.427,0.000,0.346,0.654,0.000,0.000,0.000
cevi,1,NAME-M,0.522,0.427,0.000,0.115,0.522,0.363,0.000,0.000
charu,3,OTHER,0.630,0.427,0.000,0.000,0.370,0.630,0.000,0.000
cheritna,1,OTHER,0.612,0.427,0.000,0.003,0.384,0.612,0.000,0.000
chpis,1,OTHER,0.681,0.427,0.000,0.001,0.319,0.681,0.000,0.000
ciathna,1,OTHER,0.685,0.427,0.000,0.106,0.209,0.685,0.000,0.000
ciem,2,VERB,0.634,0.427,0.000,0.191,0.175,0.000,0.000,0.634
cilthcva,1,NAME-M,0.660,0.427,0.000,0.104,0.660,0.006,0.230,0.000
cipach,1,NAME-M,0.629,0.427,0.000,0.350,0.629,0.018,0.002,0.000
cisum,1,NAME-M,0.668,0.427,0.000,0.223,0.668,0.035,0.072,0.002
clantialisasa,1,NAME-F,0.644,0.427,0.000,0.644,0.356,0.000,0.000,0.000
clantisa,1,NAME-M,0.564,0.427,0.000,0.432,0.564,0.004,0.000,0.000
clen,2,THEO,0.523,0.427,0.000,0.000,0.443,0.000,0.523,0.034
cletram,1,NAME-M,0.513,0.427,0.000,0.165,0.513,0.317,0.005,0.000
cntnam,1,NAME-F,0.623,0.427,0.000,0.623,0.365,0.010,0.000,0.002
csalisna,1,NAME-M,0.643,0.427,0.000,0.221,0.643,0.136,0.000,0.000
csec,1,OTHER,0.685,0.427,0.000,0.213,0.102,0.685,0.000,0.000
culcnasi,1,NAME-M,0.526,0.427,0.000,0.470,0.526,0.004,0.000,0.000
cuna,1,OTHER,0.570,0.427,0.000,0.010,0.420,0.570,0.000,0.000
curspen,1,OTHER,0.515,0.427,0.000,0.065,0.420,0.515,0.000,0.000
curtxn,1,OTHER,0.597,0.427,0.000,0.092,0.311,0.597,0.000,0.000
cver,4,NAME-M,0.647,0.427,0.000,0.000,0.647,0.000,0.352,0.001
cvm,1,NAME-M,0.594,0.427,0.000,0.250,0.594,0.132,0.018,0.006
eisnevc,1,NAME-F,0.683,0.427,0.000,0.683,0.312,0.005,0.000,0.000
enatia,1,OTHER,0.529,0.427,0.000,0.360,0.111,0.529,0.000,0.000
epl,1,NAME-M,0.553,0.427,0.000,0.202,0.553,0.000,0.223,0.022
eprthnevc,1,NAME-F,0.593,0.427,0.000,0.593,0.406,0.001,0.000,0.000
esipapiapicierilzii,1,OTHER,0.679,0.427,0.000,0.006,0.315,0.679,0.000,0.000
etan,1,NAME-M,0.696,0.427,0.000,0.020,0.696,0.277,0.007,0.000
ethrse,5,VERB,0.633,0.427,0.000,0.047,0.138,0.066,0.116,0.633
etruscas,1,NAME-M,0.569,0.427,0.000,0.000,0.569,0.430,0.000,0.000
evotenosio,1,NAME-M,0.557,0.427,0.000,0.005,0.557,0.195,0.243,0.000
faltui,1,OTHER,0.659,0.427,0.000,0.340,0.001,0.659,0.000,0.000
fastisa,1,NAME-F,0.670,0.427,0.000,0.670,0.309,0.021,0.000,0.000
favitic,1,NAME-F,0.688,0.427,0.000,0.688,0.311,0.001,0.000,0.000
felmuial,1,NAME-F,0.522,0.427,0.000,0.522,0.014,0.465,0.000,0.000
femnas,1,NAME-M,0.590,0.427,0.000,0.000,0.590,0.410,0.000,0.000
ferinas,1,NAME-M,0.538,0.427,0.000,0.000,0.538,0.462,0.000,0.000
fermelusa,1,NAME-F,0.598,0.427,0.000,0.598,0.401,0.000,0.000,0.000
fermi,1,NAME-M,0.501,0.427,0.000,0.496,0.501,0.003,0.000,0.000
fetathasa,1,NAME-M,0.554,0.427,0.000,0.038,0.554,0.408,0.000,0.000
filare,1,NAME-M,0.617,0.427,0.000,0.006,0.617,0.376,0.000,0.000
filarunia,1,NAME-F,0.600,0.427,0.000,0.600,0.039,0.361,0.000,0.000
fler,4,NAME-M,0.691,0.427,0.000,0.000,0.691,0.001,0.283,0.024
flere,3,NAME-M,0.667,0.427,0.000,0.000,0.667,0.013,0.002,0.318
frima,1,NAME-M,0.555,0.427,0.000,0.386,0.555,0.059,0.000,0.000
fulu,5,OTHER,0.592,0.427,0.000,0.004,0.401,0.592,0.000,0.003
furas,1,OTHER,0.633,0.427,0.000,0.001,0.366,0.633,0.000,0.000
furianas,1,NAME-M,0.624,0.427,0.000,0.001,0.624,0.375,0.000,0.000
furthus,1,NAME-M,0.650,0.427,0.000,0.002,0.650,0.348,0.000,0.000
fusla,1,OTHER,0.549,0.427,0.000,0.024,0.427,0.549,0.000,0.000
futiesa,1,NAME-M,0.693,0.427,0.000,0.010,0.693,0.297,0.000,0.000
gamonymic,1,NAME-M,0.511,0.427,0.000,0.488,0.511,0.001,0.000,0.000
hamphisca,1,NAME-M,0.663,0.427,0.000,0.333,0.663,0.000,0.004,0.000
harispex,1,OTHER,0.509,0.427,0.000,0.151,0.340,0.509,0.000,0.000
hastiahampnea,1,OTHER,0.509,0.427,0.000,0.468,0.024,0.509,0.000,0.000
herennia,1,NAME-F,0.521,0.427,0.000,0.521,0.479,0.000,0.000,0.000
iailkouesi,1,OTHER,0.521,0.427,0.000,0.117,0.362,0.521,0.000,0.000
ica,1,NAME-M,0.531,0.427,0.000,0.452,0.531,0.017,0.000,0.000
iclantivl,1,OTHER,0.683,0.427,0.000,0.162,0.156,0.683,0.000,0.000
imicaniasataiasi,1,NAME-F,0.592,0.427,0.000,0.592,0.347,0.061,0.000,0.000
ipa,2,NAME-M,0.688,0.427,0.000,0.201,0.688,0.111,0.000,0.000
itan,1,OTHER,0.515,0.427,0.000,0.136,0.349,0.515,0.000,0.000
kakas,1,OTHER,0.560,0.427,0.000,0.000,0.440,0.560,0.000,0.000
kapemukathesa,1,OTHER,0.598,0.427,0.000,0.000,0.402,0.598,0.000,0.000
kavi,1,NAME-M,0.526,0.427,0.000,0.016,0.526,0.458,0.000,0.000
kemenelus,1,NAME-M,0.577,0.427,0.000,0.001,0.577,0.423,0.000,0.000
kifinas,1,OTHER,0.564,0.427,0.000,0.000,0.436,0.564,0.000,0.000
kreniasi,1,OTHER,0.631,0.427,0.000,0.071,0.298,0.631,0.000,0.000
krutpus,1,NAME-M,0.555,0.427,0.000,0.000,0.555,0.444,0.000,0.000
lacepeni,1,NAME-F,0.627,0.427,0.000,0.627,0.355,0.018,0.000,0.000
lachu,1,OTHER,0.508,0.427,0.000,0.001,0.491,0.508,0.000,0.000
lafsathuileutlfethisisc,1,NAME-M,0.655,0.427,0.000,0.298,0.655,0.046,0.000,0.000
lai,2,NAME-M,0.502,0.427,0.000,0.127,0.502,0.371,0.000,0.000
lalarmic,1,NAME-M,0.686,0.427,0.000,0.123,0.686,0.191,0.000,0.000
lapthi,1,NAME-F,0.540,0.427,0.000,0.540,0.460,0.000,0.000,0.000
larthti,1,NAME-F,0.570,0.427,0.000,0.570,0.427,0.003,0.000,0.000
lathiumiai,1,NAME-M,0.526,0.427,0.000,0.474,0.526,0.000,0.000,0.000
lathlapeirulilmulune,1,NAME-M,0.690,0.427,0.000,0.003,0.690,0.308,0.000,0.000
latiate,1,NAME-M,0.676,0.427,0.000,0.015,0.676,0.309,0.000,0.000
latinialisasasa,1,NAME-F,0.570,0.427,0.000,0.570,0.430,0.000,0.000,0.000
latinisa,1,NAME-F,0.576,0.427,0.000,0.576,0.424,0.000,0.000,0.000
laurstia,1,NAME-M,0.538,0.427,0.000,0.462,0.538,0.000,0.000,0.000
laxcae,1,NAME-M,0.550,0.427,0.000,0.001,0.550,0.449,0.000,0.000
lce,1,NAME-M,0.573,0.427,0.000,0.000,0.573,0.426,0.000,0.000
lecusti,1,NAME-F,0.665,0.427,0.000,0.665,0.246,0.089,0.000,0.000
lesna,1,OTHER,0.609,0.427,0.000,0.000,0.391,0.609,0.000,0.000
leth,1,OTHER,0.579,0.427,0.000,0.000,0.421,0.579,0.000,0.000
libra,1,OTHER,0.549,0.427,0.000,0.131,0.320,0.549,0.000,0.000
liepiastha,1,OTHER,0.517,0.427,0.000,0.148,0.335,0.517,0.000,0.000
lovcilia,1,NAME-F,0.536,0.427,0.000,0.536,0.089,0.375,0.000,0.000
lsil,1,NAME-F,0.695,0.427,0.000,0.695,0.228,0.077,0.000,0.000
luthti,1,NAME-M,0.578,0.427,0.000,0.422,0.578,0.000,0.000,0.000
lvlvllvti,1,OTHER,0.646,0.427,0.000,0.296,0.058,0.646,0.000,0.000
macb,1,NAME-M,0.696,0.427,0.000,0.121,0.696,0.183,0.000,0.000
macuni,1,NAME-M,0.525,0.427,0.000,0.385,0.525,0.000,0.005,0.086
malach,1,NAME-M,0.675,0.427,0.000,0.314,0.675,0.001,0.001,0.009
man,1,NAME-M,0.611,0.427,0.000,0.344,0.611,0.001,0.008,0.037
manalcu,1,NAME-M,0.533,0.427,0.000,0.103,0.533,0.364,0.000,0.000
manth,3,NAME-M,0.526,0.427,0.000,0.002,0.526,0.472,0.000,0.000
matiasa,1,NAME-F,0.511,0.427,0.000,0.511,0.437,0.052,0.000,0.000
mech,1,VERB,0.528,0.427,0.000,0.000,0.448,0.001,0.023,0.528
meties,1,NAME-M,0.644,0.427,0.000,0.000,0.644,0.356,0.000,0.000
miapirthespu,1,NAME-M,0.508,0.427,0.000,0.000,0.508,0.492,0.000,0.000
miarathia,1,NAME-M,0.588,0.427,0.000,0.032,0.588,0.380,0.000,0.000
miatianaia,1,NAME-M,0.645,0.427,0.000,0.354,0.645,0.000,0.000,0.000
milaricestelathurassuthi,1,OTHER,0.650,0.427,0.000,0.003,0.348,0.650,0.000,0.000
milarthuiaamunaia,1,OTHER,0.660,0.427,0.000,0.033,0.307,0.660,0.000,0.000
mimunsal,1,OTHER,0.553,0.427,0.000,0.011,0.431,0.553,0.005,0.000
minevikumuluevnekearpaskamaia,1,OTHER,0.596,0.427,0.000,0.000,0.404,0.596,0.000,0.000
minimulvanicemamarcefuthaniia,1,OTHER,0.527,0.427,0.000,0.001,0.472,0.527,0.000,0.000
mipethns,1,OTHER,0.653,0.427,0.000,0.000,0.347,0.653,0.000,0.000
miramathas,1,OTHER,0.528,0.427,0.000,0.000,0.472,0.528,0.000,0.000
misaza,1,NAME-M,0.614,0.427,0.000,0.000,0.614,0.386,0.000,0.000
mispural,1,NAME-M,0.595,0.427,0.000,0.187,0.595,0.218,0.000,0.000
mitechas,1,NAME-M,0.693,0.427,0.000,0.000,0.693,0.307,0.000,0.000
miutres,1,NAME-M,0.527,0.427,0.000,0.000,0.527,0.473,0.000,0.000
mla,1,NAME-M,0.617,0.427,0.000,0.370,0.617,0.000,0.002,0.011
mtha,1,NAME-M,0.521,0.427,0.000,0.380,0.521,0.098,0.000,0.000
mutenialisa,1,NAME-M,0.568,0.427,0.000,0.426,0.568,0.006,0.000,0.000
mutince,1,NAME-M,0.506,0.427,0.000,0.002,0.506,0.023,0.000,0.469
nacrinas,1,OTHER,0.554,0.427,0.000,0.000,0.446,0.554,0.000,0.000
nania,1,OTHER,0.658,0.427,0.000,0.302,0.041,0.658,0.000,0.000
nathic,1,NAME-M,0.619,0.427,0.000,0.377,0.619,0.004,0.000,0.000
nefunt,1,NAME-M,0.678,0.427,0.000,0.168,0.678,0.153,0.001,0.000
nerinai,1,OTHER,0.520,0.427,0.000,0.479,0.001,0.520,0.000,0.000
nevia,1,NAME-F,0.510,0.427,0.000,0.510,0.079,0.410,0.000,0.000
nilai,1,OTHER,0.668,0.427,0.000,0.299,0.033,0.668,0.000,0.000
nithaaranthiapiniespuiaturuce,1,OTHER,0.686,0.427,0.000,0.000,0.313,0.686,0.000,0.000
nithusc,1,NAME-F,0.505,0.427,0.000,0.505,0.494,0.001,0.000,0.000
numetataiesmi,1,NAME-M,0.684,0.427,0.000,0.002,0.684,0.314,0.000,0.000
nuni,2,NAME-F,0.588,0.427,0.000,0.588,0.407,0.005,0.000,0.000
nuthantur,1,NAME-M,0.522,0.427,0.000,0.000,0.522,0.000,0.000,0.478
pachanac,1,NAME-M,0.618,0.427,0.000,0.379,0.618,0.003,0.000,0.000
panthsil,1,OTHER,0.598,0.427,0.000,0.156,0.246,0.598,0.000,0.000
paparsi,1,OTHER,0.544,0.427,0.000,0.136,0.320,0.544,0.000,0.000
parthuni,1,NAME-M,0.537,0.427,0.000,0.463,0.537,0.000,0.000,0.000
peiriachnaz,1,NAME-M,0.555,0.427,0.000,0.407,0.555,0.038,0.000,0.000
peleis,1,NAME-M,0.624,0.427,0.000,0.002,0.624,0.373,0.000,0.000
pernisa,1,NAME-M,0.575,0.427,0.000,0.425,0.575,0.000,0.000,0.000
pesnasial,1,NAME-F,0.543,0.427,0.000,0.543,0.457,0.000,0.000,0.000
petce,2,VERB,0.623,0.427,0.000,0.000,0.377,0.000,0.000,0.623
pethia,1,NAME-M,0.574,0.427,0.000,0.413,0.574,0.013,0.000,0.000
petrie,1,NAME-M,0.545,0.427,0.000,0.000,0.545,0.455,0.000,0.000
petruni,1,NAME-F,0.594,0.427,0.000,0.594,0.176,0.231,0.000,0.000
pithiemetinu,1,OTHER,0.562,0.427,0.000,0.003,0.435,0.562,0.000,0.000
praitor,1,NAME-F,0.624,0.427,0.000,0.624,0.014,0.361,0.001,0.000
pruciunia,1,NAME-F,0.691,0.427,0.000,0.691,0.309,0.000,0.000,0.000
puil,1,NAME-M,0.607,0.427,0.000,0.393,0.607,0.000,0.000,0.000
pulumchva,2,VERB,0.623,0.427,0.000,0.000,0.359,0.000,0.018,0.623
pumpna,1,OTHER,0.575,0.427,0.000,0.008,0.417,0.575,0.000,0.000
pumpnalisa,1,NAME-M,0.571,0.427,0.000,0.429,0.571,0.000,0.000,0.000
puplia,1,NAME-F,0.571,0.427,0.000,0.571,0.331,0.098,0.000,0.000
purnisa,1,NAME-F,0.539,0.427,0.000,0.539,0.459,0.002,0.000,0.000
pusu,1,OTHER,0.643,0.427,0.000,0.000,0.357,0.643,0.000,0.000
raikas,1,NAME-M,0.598,0.427,0.000,0.000,0.598,0.402,0.000,0.000
raitavi,1,NAME-F,0.651,0.427,0.000,0.651,0.212,0.138,0.000,0.000
ranaza,1,NAME-M,0.568,0.427,0.000,0.009,0.568,0.423,0.000,0.000
ranazu,1,NAME-M,0.653,0.427,0.000,0.030,0.653,0.317,0.000,0.000
rathum,1,NAME-M,0.516,0.427,0.000,0.484,0.516,0.000,0.000,0.000
ravfia,1,NAME-F,0.605,0.427,0.000,0.605,0.159,0.235,0.000,0.000
rechlus,1,OTHER,0.677,0.427,0.000,0.000,0.323,0.677,0.000,0.000
reschualc,1,NAME-F,0.535,0.427,0.000,0.535,0.040,0.425,0.000,0.000
restumnialisasa,1,NAME-M,0.609,0.427,0.000,0.389,0.609,0.002,0.000,0.000
ril,6,NAME-F,0.592,0.427,0.000,0.592,0.128,0.000,0.000,0.279
rinvs,1,OTHER,0.688,0.427,0.000,0.001,0.311,0.688,0.000,0.000
rsi,1,NAME-F,0.569,0.427,0.000,0.569,0.136,0.295,0.000,0.000
rufe,2,NAME-M,0.552,0.427,0.000,0.002,0.552,0.445,0.000,0.000
ruvfiesacil,1,OTHER,0.651,0.427,0.000,0.125,0.224,0.651,0.000,0.000
ruzus,1,NAME-M,0.593,0.427,0.000,0.000,0.593,0.406,0.000,0.000
salanerii,1,NAME-M,0.551,0.427,0.000,0.417,0.551,0.032,0.000,0.000
salthan,2,OTHER,0.616,0.427,0.000,0.309,0.075,0.616,0.001,0.000
salvialisasa,1,NAME-F,0.660,0.427,0.000,0.660,0.340,0.000,0.000,0.000
santasethfath,1,OTHER,0.632,0.427,0.000,0.001,0.366,0.632,0.000,0.000
satarr,1,NAME-M,0.614,0.427,0.000,0.049,0.614,0.337,0.000,0.000
sathlans,1,OTHER,0.577,0.427,0.000,0.002,0.404,0.577,0.017,0.000
satnea,1,OTHER,0.565,0.427,0.000,0.297,0.138,0.565,0.000,0.000
sceth,1,OTHER,0.639,0.427,0.000,0.000,0.361,0.639,0.000,0.000
sech,3,NAME-M,0.643,0.427,0.000,0.298,0.643,0.000,0.000,0.059
seiate,1,NAME-M,0.596,0.427,0.000,0.116,0.596,0.288,0.000,0.000
selvansialsi,2,NAME-M,0.589,0.427,0.000,0.319,0.589,0.000,0.092,0.000
senuta,1,OTHER,0.649,0.427,0.000,0.003,0.348,0.649,0.000,0.000
sepiasa,1,NAME-M,0.660,0.427,0.000,0.339,0.660,0.001,0.000,0.000
serturu,1,OTHER,0.617,0.427,0.000,0.001,0.381,0.617,0.000,0.000
sethilans,1,NAME-M,0.503,0.427,0.000,0.011,0.503,0.420,0.066,0.000
setiena,1,NAME-M,0.574,0.427,0.000,0.002,0.574,0.424,0.000,0.000
sii,1,OTHER,0.538,0.427,0.000,0.014,0.448,0.538,0.000,0.000
sipirsi,1,NAME-M,0.589,0.427,0.000,0.410,0.589,0.000,0.000,0.000
sithu,1,OTHER,0.531,0.427,0.000,0.007,0.462,0.531,0.000,0.000
snute,1,NAME-M,0.679,0.427,0.000,0.002,0.679,0.319,0.000,0.000
spitucs,1,NAME-M,0.573,0.427,0.000,0.014,0.573,0.413,0.000,0.000
splatura,1,OTHER,0.670,0.427,0.000,0.025,0.306,0.670,0.000,0.000
spureri,3,NAME-F,0.611,0.427,0.000,0.611,0.133,0.000,0.001,0.254
spurethi,1,NAME-F,0.511,0.427,0.000,0.511,0.487,0.000,0.002,0.000
stenia,1,NAME-F,0.687,0.427,0.000,0.687,0.205,0.108,0.000,0.000
stizai,1,NAME-M,0.619,0.427,0.000,0.380,0.619,0.001,0.000,0.000
strabonia,1,NAME-F,0.545,0.427,0.000,0.545,0.004,0.451,0.000,0.000
sualusmi,1,NAME-F,0.586,0.427,0.000,0.586,0.198,0.216,0.000,0.000
suplne,1,OTHER,0.530,0.427,0.000,0.009,0.461,0.530,0.000,0.000
