word,freq,known_gloss,concept_en,concept_ru,domain,lang,form,sim,tier
melutnal,1,,apple,яблоко,plantfood,grc,melon,0.750,B
melutnial,1,,apple,яблоко,plantfood,grc,melon,0.750,B
meminiies,1,,cumin,тмин,plantfood,heb,kammon,0.750,A
menache,2,was made,divination,гадание,ritual,grc,mantike,0.750,B
menaqu,1,made,divination,гадание,ritual,grc,mantike,0.750,B
menas,1,,hand,рука,body,lat,manus,1.000,B
mencars,1,of-mr-mencaru,small,малый,quality,grc,mikros,0.800,B
menele,1,menelaos,necklace,ожерелье,adorn,lat,monile,1.000,B
menenial,1,mrs-menenis,necklace,ожерелье,adorn,lat,monile,0.750,B
menerea,2,thegoddessminerva,measure-unit,мера,tech,lat,mensura,0.750,B
menle,5,menelaos,necklace,ожерелье,adorn,lat,monile,1.000,B
menra,1,,measure-unit,мера,tech,lat,mensura,0.750,B
menucithu,1,,mint,мята,plantfood,grc,minthe,0.750,B
menznal,1,,measure-unit,мера,tech,lat,mensura,0.750,B
menznial,1,,measure-unit,мера,tech,lat,mensura,0.750,B
merta,1,,husband,муж,kinship,lat,maritus,0.750,B
metelial,2,,flask,флакон,vessel,lat,ampulla,0.750,B
metelialisa,1,,earth,земля,ritual,lat,tellus,0.800,B
metelies,1,mr-marcemr-velmetelies,mule,мул,animal,lat,mulus,0.750,B
metelis,2,meteli,mule,мул,animal,lat,mulus,0.750,B
methina,2,,measure-unit,мера,tech,grc,metron,0.750,B
methlumes,1,,eye,глаз,body,grc,ophthalmos,0.800,B
methlumesc,2,,eye,глаз,body,grc,ophthalmos,0.800,B
methna,1,,measure-unit,мера,tech,grc,metron,0.750,B
meticni,1,ms-maticni,bow,лук-оружие,tech,grc,toxon,0.750,B
metienas,1,metienas,measure-unit,мера,tech,grc,metron,0.750,B
meties,1,,husband,муж,kinship,lat,maritus,0.750,B
metlialc,1,,flask,флакон,vessel,lat,ampulla,0.750,B
metrias,1,,mother,мать,kinship,grc,meter,1.000,B
metriasa,1,,mother,мать,kinship,grc,meter,1.000,B
metur,1,,mother,мать,kinship,grc,meter,1.000,B
mevntie,1,,mint,мята,plantfood,grc,minthe,0.750,B
mezenties,1,mezenties,mint,мята,plantfood,grc,minthe,0.750,B
miakas,1,i--by-mr-larislausa--,friend-ally,друг,social,lat,amicus,1.000,B
mianies,1,,hand,рука,body,lat,manus,1.000,B
miapas,1,,amphora,амфора,vessel,grc,amphoreus,0.750,B
miaran,1,,measure-unit,мера,tech,grc,metron,0.750,B
miarantaial,1,,mint,мята,plantfood,grc,minthe,0.750,B
miarathia,1,,husband,муж,kinship,lat,maritus,0.750,B
miarathiazacies,1,imr-arathiazacies,husband,муж,kinship,lat,maritus,0.800,B
miarntha,1,,mint,мята,plantfood,grc,minthe,0.750,B
miatianaia,1,,measure-unit,мера,tech,grc,metron,0.750,B
miatriucs,1,,wheel,колесо,tech,grc,trochos,0.800,B
micanias,1,,big,большой,quality,lat,magnus,1.000,B
micos,1,,friend-ally,друг,social,lat,amicus,1.000,B
miculnaial,1,,apple,яблоко,plantfood,grc,melon,0.750,B
mifaltus,1,,flask,флакон,vessel,lat,ampulla,0.750,B
mifurtinas,1,,market,рынок,social,grc,emporion,0.800,B
miiapes,1,,amphora,амфора,vessel,grc,amphoreus,0.750,B
miklutias,1,imr-klutias,sword,меч,tech,lat,gladius,0.800,B
mikrekeia,1,,knife,нож,tech,grc,machaira,0.750,B
milalausa,1,,thousand,тысяча,measure,lat,mille,1.000,B
milamila,1,,apple,яблоко,plantfood,lat,malum,0.750,B
milarthus,1,,husband,муж,kinship,lat,maritus,0.800,B
milithunas,1,,apple,яблоко,plantfood,grc,melon,0.750,B
mimathuris,1,imr-mathuries,mother,мать,kinship,grc,meter,0.750,B
mimunsal,1,,mule,мул,animal,grc,hemionos,0.750,B
minate,2,imr-nates,mint,мята,plantfood,grc,minthe,1.000,B
minemeties,1,,mint,мята,plantfood,grc,minthe,0.750,B
miniainie,1,,oracle,оракул,ritual,grc,manteion,0.750,B
minthinal,1,,oracle,оракул,ritual,grc,manteion,1.000,B
minvcii,1,,divination,гадание,ritual,grc,mantike,0.750,B
mipaparnies,1,,market,рынок,social,grc,emporion,0.800,B
mipethns,1,,vineyard,виноградник,geo,grc,ampelon,0.750,B
miracuthus,1,,merchant,торговец,social,lat,mercator,0.800,B
miramathas,1,,husband,муж,kinship,lat,maritus,0.800,B
mircvrios,1,,merchant,торговец,social,lat,mercator,0.800,B
mirqvrios,1,thegodmercury,merchant,торговец,social,lat,mercator,0.800,B
misaza,1,,bee,пчела,animal,grc,melissa,0.750,B
mispural,1,,letter-missive,письмо,tech,heb,sefer,0.750,A
misukerus,1,imr-sukerus,axe,топор,tech,lat,securis,0.800,B
mitarnaial,1,,measure-unit,мера,tech,grc,metron,1.000,B
mitechas,1,,physician,врач,social,lat,medicus,1.000,B
mitetanas,1,,measure-unit,мера,tech,grc,metron,0.750,B
mitulalu,1,,flask,флакон,vessel,lat,ampulla,0.750,B
mitular,1,,mother,мать,kinship,grc,meter,0.750,B
mituruns,1,ithe-god-mercurys,measure-unit,мера,tech,grc,metron,1.000,B
miuknana,1,,basket,корзина,vessel,grc,kaneon,0.750,B
miutres,1,,mother,мать,kinship,grc,meter,1.000,B
mizraies,1,,measure-unit,мера,tech,lat,mensura,0.750,B
mizuthiniai,1,isomething-for-the-afterlife,sail,парус,tech,grc,histion,0.750,B
mlabri,1,mr-marcuslabriuss,amphora,амфора,vessel,lat,amphora,0.750,B
mlakas,7,beautiful,copper,медь,trade,grc,chalkos,0.750,B
mlakasi,2,,copper,медь,trade,grc,chalkos,0.750,B
mlerusi,1,,amphora,амфора,vessel,grc,amphoreus,0.750,B
mnial,1,,necklace,ожерелье,adorn,lat,monile,1.000,B
mthinal,2,mrs-mathinis,measure-unit,мера,tech,grc,metron,0.750,B
muceties,1,muceties,mercenary-soldier,воин,social,grc,machetes?,1.000,B
mulakas,1,imr-sfuriasbig-roundgobletthe-handsome-t,copper,медь,trade,grc,chalkos,0.750,B
mulenike,1,,apple,яблоко,plantfood,grc,melon,0.750,B
mulnanes,1,,linen,лён,trade,grc,linon,0.750,B
mulsunas,1,,bee,пчела,animal,grc,melissa,0.800,B
muluvana,1,,apple,яблоко,plantfood,grc,melon,0.750,B
mulvene,1,,apple,яблоко,plantfood,grc,melon,0.750,B
munainial,1,,oracle,оракул,ritual,grc,manteion,0.750,B
munatas,1,mr-munata,mint,мята,plantfood,grc,minthe,1.000,B
munatuch,1,thesatyrpresentsbringer,divination,гадание,ritual,grc,mantike,1.000,B
municl,1,sarcophagus,divination,гадание,ritual,grc,mantike,0.750,B
munis,1,,hand,рука,body,lat,manus,1.000,B
munise,1,,hand,рука,body,lat,manus,1.000,B
munistas,1,,month,месяц,time,lat,mensis,0.800,B
munslec,1,,measure-unit,мера,tech,lat,mensura,0.750,B
munth,2,,mint,мята,plantfood,grc,minthe,1.000,B
munthch,2,themaenadattractiveness,divination,гадание,ritual,grc,mantike,1.000,B
munthuch,3,themaenadattractiveness,divination,гадание,ritual,grc,mantike,1.000,B
muntnas,1,,oracle,оракул,ritual,grc,manteion,1.000,B
muras,2,,wall,стена,tech,lat,murus,1.000,B
murasa,1,mr-muras-daughters-husband,wall,стена,tech,lat,murus,1.000,B
mureneza,1,,oven,печь,tech,lat,furnus,0.750,A
murina,1,mr-aulemurinamrs-arnthisdaughters-husban,measure-unit,мера,tech,grc,metron,0.750,B
murinas,1,,measure-unit,мера,tech,grc,metron,0.750,B
murinasa,2,,measure-unit,мера,tech,grc,metron,0.750,B
murine,1,,measure-unit,мера,tech,grc,metron,0.750,B
murineial,2,,measure-unit,мера,tech,grc,metron,0.750,B
murs,2,,wall,стена,tech,lat,murus,1.000,B
murss,1,,wall,стена,tech,lat,murus,1.000,B
murzua,1,ossuary,wall,стена,tech,lat,murus,1.000,B
mutenialisa,1,,necklace,ожерелье,adorn,lat,monile,0.750,B
muthikus,1,muthiku,physician,врач,social,lat,medicus,1.000,B
muthuna,1,,measure-unit,мера,tech,grc,metron,0.750,B
mutiesa,1,,husband,муж,kinship,lat,maritus,0.750,B
mutilates,1,,tablet,табличка,tech,grc,deltos,0.800,B
mutin,1,,measure-unit,мера,tech,grc,metron,0.750,B
mutince,3,,tunic,туника,cloth,lat,tunica,0.750,B
mutinial,1,,measure-unit,мера,tech,grc,metron,0.750,B
mutna,6,sarcophagus,measure-unit,мера,tech,grc,metron,0.750,B
mutnthi,1,,mint,мята,plantfood,grc,minthe,0.750,B
mutre,1,,mother,мать,kinship,grc,meter,1.000,B
mutusa,1,,husband,муж,kinship,lat,maritus,0.750,B
mutzi,1,,husband,муж,kinship,lat,maritus,0.750,B
nacrinas,1,,helmet,шлем,tech,grc,kranos,0.800,B
naliisa,1,,ring,кольцо,adorn,lat,anulus,1.000,B
nalisa,2,,ring,кольцо,adorn,lat,anulus,1.000,B
nanes,1,,year,год,time,lat,annus,1.000,B
nanpial,1,,cloud,облако,nature,grc,nephele,0.750,B
naperial,1,,underworld,загробный мир,ritual,lat,inferi,1.000,B
naplan,1,,vineyard,виноградник,geo,grc,ampelon,0.750,B
naries,1,,statue-image,статуя,ritual,grc,andrias,0.750,B
nasunies,1,,donkey,осёл,animal,lat,asinus,0.750,B
nathic,1,,divination,гадание,ritual,grc,mantike,0.750,B
nathum,1,thedemonnathum,votive-offering,вотив,ritual,grc,anathema,1.000,B
naunas,1,,year,год,time,lat,annus,1.000,B
navesial,1,,ship,корабль,tech,lat,navis,1.000,B
nechs,1,,spear,копьё,tech,grc,enchos,1.000,B
nefts,1,,grandson,внук,kinship,lat,nepos,1.000,B
neftus,1,,jar,сосуд-пифос,vessel,grc,pithos,0.750,B
nefunt,1,,libation,возлияние,social,grc,sponde,0.750,B
neiatina,1,mrs-pumpneis,oracle,оракул,ritual,grc,manteion,0.750,B
neivesa,1,mr-neives-daughters-husband,ship,корабль,tech,lat,navis,1.000,B
nelas,1,mr-nelas,ring,кольцо,adorn,lat,anulus,1.000,B
nemntinas,1,,oracle,оракул,ritual,grc,manteion,0.800,B
nepvr,1,,underworld,загробный мир,ritual,lat,inferi,0.750,B
nerinas,1,,oven,печь,tech,lat,furnus,0.750,A
neris,1,,statue-image,статуя,ritual,grc,andrias,0.750,B
nestra,1,,star,звезда,ritual,grc,aster,0.750,B
nethsrac,2,------------of-entrailsinterpretations-t,year,год,time,grc,eniautos,0.750,B
nethuns,1,,year,год,time,grc,eniautos,0.750,B
nethunsial,1,of-the-goddess-neptuni,year,год,time,grc,eniautos,0.750,B
nethunsl,8,nethuns,year,год,time,grc,eniautos,0.750,B
nethunus,2,,year,год,time,grc,eniautos,0.750,B
netsvis,2,haruspex,ship,корабль,tech,lat,navis,0.750,B
nicipur,1,nicuss-boyms-naulisisslave,goat,коза,animal,lat,capra,0.750,B
nisc,2,,to-die,умирать,action,grc,thnesko,0.750,B
nithusc,2,,year,год,time,grc,eniautos,1.000,B
nitruta,1,,statue-image,статуя,ritual,grc,andrias,0.750,B
nouiinis,1,,year,год,time,lat,annus,1.000,B
novesede,1,,ship,корабль,tech,lat,navis,0.750,B
nsl,1,,island,остров,social,lat,insula,1.000,B
nthn,1,,oracle,оракул,ritual,grc,manteion,0.750,B
nthus,1,mr-raventhus-sons-wife,year,год,time,grc,eniautos,1.000,B
ntlnas,1,,sandal,сандалия,cloth,grc,sandalon,0.800,B
nufresa,1,nufresha,underworld,загробный мир,ritual,lat,inferi,1.000,B
nulathes,1,nulathe,sword,меч,tech,lat,gladius,0.750,B
numas,4,mr-numas,law,закон,social,grc,nomos,1.000,B
numena,1,,name,имя,social,lat,nomen,1.000,B
numenas,1,,name,имя,social,lat,nomen,1.000,B
numeries,1,,wall,стена,tech,lat,murus,0.750,B
numisi,1,,law,закон,social,grc,nomos,1.000,B
numnas,2,numna,name,имя,social,lat,nomen,1.000,B
numsi,1,,law,закон,social,grc,nomos,1.000,B
numsial,1,,law,закон,social,grc,nomos,1.000,B
numsies,1,numsie,law,закон,social,grc,nomos,1.000,B
numsina,1,,law,закон,social,grc,nomos,0.750,B
numsinial,1,,law,закон,social,grc,nomos,0.750,B
numsis,1,mr-numsies,law,закон,social,grc,nomos,1.000,B
nunas,1,,year,год,time,lat,annus,1.000,B
nunialisa,1,,year,год,time,lat,annus,0.750,B
nunias,1,mr-nunias,year,год,time,lat,annus,1.000,B
nunoeri,3,,oven,печь,tech,heb,tannur,0.750,A
nunsen,5,,year,год,time,lat,annus,0.750,B
nunth,2,,perfume-oil,ароматное масло,trade,lat,unguentum,0.750,B
nunthen,8,,perfume-oil,ароматное масло,trade,lat,unguentum,0.750,B
nunthena,1,,perfume-oil,ароматное масло,trade,lat,unguentum,0.750,B
nunthene,2,,perfume-oil,ароматное масло,trade,lat,unguentum,0.750,B
nuntheri,1,,to-sell,продавать,action,lat,vendere,0.750,B
nurzi,1,,statue-image,статуя,ritual,grc,andrias,0.750,B
nurziu,1,,statue-image,статуя,ritual,grc,andrias,0.750,B
nurzius,1,,statue-image,статуя,ritual,grc,andrias,0.750,B
nustes,1,,wheat,пшеница,plantfood,grc,sitos,0.750,B
nustiias,1,,wheat,пшеница,plantfood,grc,sitos,0.750,B
nuthin,1,,oracle,оракул,ritual,grc,manteion,0.750,B
nuzinas,1,,donkey,осёл,animal,lat,asinus,0.750,B
nuzlanus,1,,island,остров,social,lat,insula,0.750,B
nvms,1,mr-numeriussslave,nine,девять,measure,lat,novem,1.000,B
nvneril,1,mr-numeriusnerilius,to-sail,плыть,action,lat,navigare,0.750,B
oaclth,1,,knife,нож,tech,lat,culter,0.750,B
oinomavos,1,oenomauskingofpisaingreece,ship,корабль,tech,lat,navis,0.750,B
oinvmama,1,onebreasttheamazonian,nine,девять,measure,lat,novem,0.750,B
orsminei,1,,purple dye,пурпур,trade,heb,argaman,0.750,A
pachanac,1,,comb,гребень,adorn,lat,pecten,0.750,B
pachanasi,1,,oven,печь,tech,grc,ipnos,0.750,A
pachnas,1,,oven,печь,tech,grc,ipnos,0.750,A
pacinial,1,,comb,гребень,adorn,lat,pecten,0.750,B
pacinnial,1,,basket,корзина,vessel,grc,kaneon,0.750,B
pacre,1,,to-make,делать,action,lat,facere,1.000,B
pacsinial,1,,fig,инжир,plantfood,lat,ficus,0.750,B
pacsnial,1,,fig,инжир,plantfood,lat,ficus,0.750,B
paethinia,1,paethinia,comb,гребень,adorn,lat,pecten,0.750,B
paisle,1,amr-paislenes,queen,царица,social,grc,basileia,1.000,B
paithina,2,,comb,гребень,adorn,lat,pecten,0.750,B
paithinaies,1,"), (true, ",comb,гребень,adorn,lat,pecten,0.750,B
paithinas,2,"), (true, ",comb,гребень,adorn,lat,pecten,0.750,B
paiveism,1,,small,малый,quality,lat,parvus,0.750,B
pakste,1,,fig,инжир,plantfood,lat,ficus,0.750,B
palazui,1,palazui,cat,кот,animal,lat,feles,1.000,B
palmena,1,,river,река,geo,lat,flumen,1.000,B
palmithe,1,palamedes,feast,пир,social,lat,epulum,0.750,B
palpes,1,,ivory,слоновая кость,trade,grc,elephas,0.750,B
panalas,1,,oven,печь,tech,grc,ipnos,0.750,A
paniathial,1,,five,пять,measure,grc,pente,1.000,B
paniathialisa,1,,sea,море,geo,grc,pontos,0.800,B
panthsil,1,,sea,море,geo,grc,pontos,1.000,B
panusu,1,mr-panusu,oven,печь,tech,grc,ipnos,1.000,A
panza,1,,oven,печь,tech,grc,ipnos,1.000,A
panzai,1,,oven,печь,tech,grc,ipnos,1.000,A
panzas,2,,oven,печь,tech,grc,ipnos,1.000,A
papals,1,,people-community,народ,social,lat,populus,1.000,B
papalser,2,grandchildren,people-community,народ,social,lat,populus,0.800,B
papanias,2,mr-papanias,oven,печь,tech,grc,ipnos,0.750,A
paparsi,1,,papyrus,папирус,trade,grc,papyros,0.800,B
papas,2,,horse,лошадь,animal,grc,hippos,0.750,B
papasa,5,,horse,лошадь,animal,grc,hippos,0.750,B
papasla,1,,queen,царица,social,grc,basileia,0.750,B
papaslis,1,,king,царь,social,grc,basileus,0.800,B
papaslisa,1,papaslisha,king,царь,social,grc,basileus,0.800,B
papesa,1,,horse,лошадь,animal,grc,hippos,0.750,B
papnial,1,,fibula-pin,фибула,adorn,lat,fibula,0.750,B
papr,1,paprsina,to-drink,пить,action,lat,bibere,1.000,B
parace,1,struck-the-coin,dowry,приданое,social,grc,proix,1.000,B
parchis,2,,jug,кувшин,vessel,grc,prochoos,1.000,B
parfilunia,1,parfilunia,sheep,овца,animal,grc,probaton,0.800,B
parfnal,1,,sheep,овца,animal,grc,probaton,0.800,B
parthuni,1,,sheep,овца,animal,grc,probaton,0.800,B
partunial,1,,sheep,овца,animal,grc,probaton,0.800,B
partunus,3,partunus,sheep,овца,animal,grc,probaton,0.800,B
patara,1,shallow bowl,father,отец,kinship,grc,pater,1.000,A
pater,1,,father,отец,kinship,grc,pater,1.000,A
patna,1,,comb,гребень,adorn,lat,pecten,0.750,B
patneial,2,ms-fastimrs-patneis,comb,гребень,adorn,lat,pecten,0.750,B
patrnas,1,,oven,печь,tech,lat,furnus,0.800,A
patrunial,1,,mirror,зеркало,adorn,grc,esoptron,0.800,B
patrus,1,patrus,father,отец,kinship,grc,pater,1.000,A
patus,1,,jar,сосуд-пифос,vessel,grc,pithos,1.000,B
pavinaith,1,,five,пять,measure,grc,pente,0.750,B
pavises,1,,husband,муж,kinship,grc,posis,0.750,B
pchzv,1,,fig,инжир,plantfood,lat,ficus,0.750,B
pecesa,1,,fig,инжир,plantfood,lat,ficus,1.000,B
peches,2,,fig,инжир,plantfood,lat,ficus,1.000,B
pecianiasa,2,mr-pecianias-sons-wife,comb,гребень,adorn,lat,pecten,0.750,B
pecse,3,thewingedhorsepegasos,fig,инжир,plantfood,lat,ficus,1.000,B
peiriachnaz,1,,oven,печь,tech,lat,furnus,0.800,A
peitesa,1,,jar,сосуд-пифос,vessel,grc,pithos,1.000,B
peithesa,2,,jar,сосуд-пифос,vessel,grc,pithos,1.000,B
peithial,3,,letter-missive,письмо,tech,grc,epistole,0.750,A
peithnial,1,mr-aulevipinpamr-aules,comb,гребень,adorn,lat,pecten,0.750,B
peleas,1,,cat,кот,animal,lat,feles,1.000,B
peleis,1,,cat,кот,animal,lat,feles,1.000,B
pelfras,1,,purple dye,пурпур,trade,lat,purpura,0.750,A
pelnatial,1,,brick,кирпич,tech,grc,plinthos,0.800,B
penezs,1,amr-velthinasixhectaresgrantsto,oven,печь,tech,grc,ipnos,1.000,A
pentha,1,,five,пять,measure,grc,pente,1.000,B
penthuna,2,cippus,sea,море,geo,grc,pontos,0.750,B
pepnial,1,,fibula-pin,фибула,adorn,lat,fibula,0.750,B
peprunial,1,,to-drink,пить,action,lat,bibere,0.750,B
pepunas,1,,oven,печь,tech,grc,ipnos,0.750,A
peracis,1,,jug,кувшин,vessel,grc,prochoos,1.000,B
perana,1,,fibula-pin,фибула,adorn,grc,perone,1.000,B
percnas,1,,oven,печь,tech,lat,furnus,0.800,A
percnei,2,,jug,кувшин,vessel,grc,prochoos,0.750,B
perisal,1,,cypress,кипарис,plantfood,heb,berosh,1.000,A
perkena,2,medid-dedicatemr-pisnaperkena,jug,кувшин,vessel,grc,prochoos,0.750,B
perknas,2,,oven,печь,tech,lat,furnus,0.800,A
perknies,1,,oven,печь,tech,lat,furnus,0.800,A
pernal,1,,fibula-pin,фибула,adorn,grc,perone,1.000,B
pernei,1,,fibula-pin,фибула,adorn,grc,perone,1.000,B
pernisa,1,,fibula-pin,фибула,adorn,grc,perone,1.000,B
perpnies,1,mr-perpnies,sheep,овца,animal,grc,probaton,0.800,B
perpr,1,,purple dye,пурпур,trade,lat,purpura,1.000,A
perprafial,1,,purple dye,пурпур,trade,lat,purpura,0.800,A
perpranas,1,,purple dye,пурпур,trade,lat,purpura,0.800,A
perprathes,1,,purple dye,пурпур,trade,lat,purpura,0.800,A
perprati,1,,purple dye,пурпур,trade,lat,purpura,0.800,A
perpri,6,must be celebrated,purple dye,пурпур,trade,lat,purpura,1.000,A
persie,1,"), (true, ",cypress,кипарис,plantfood,heb,berosh,1.000,A
perstiesa,1,,dove,голубь,animal,grc,peristera,0.800,B
perunies,1,,oven,печь,tech,lat,furnus,1.000,A
peruniesi,1,,oven,печь,tech,lat,furnus,1.000,A
pesc,2,aof-the-family-of-mr-cusuthuraof-the-fam,fish,рыба,animal,lat,piscis,0.750,B
pesial,1,,queen,царица,social,grc,basileia,1.000,B
pesnas,2,,oven,печь,tech,grc,ipnos,0.750,A
pesnasa,1,,oven,печь,tech,grc,ipnos,0.750,A
pesnasial,1,,oven,печь,tech,grc,ipnos,0.750,A
pesneial,1,mrs-pesneis,letter-missive,письмо,tech,grc,epistole,0.750,A
pess,1,,husband,муж,kinship,grc,posis,1.000,B
pestius,1,,festival-day,праздник,time,lat,festus,1.000,B
pethereni,6,,mirror,зеркало,adorn,grc,esoptron,0.800,B
pethias,1,,jar,сосуд-пифос,vessel,grc,pithos,1.000,B
pethna,6,mr-pethnamr-sciresmr-arnths-daughters-hu,comb,гребень,adorn,lat,pecten,0.750,B
pethnas,1,,oven,печь,tech,grc,ipnos,0.750,A
pethnei,1,,comb,гребень,adorn,lat,pecten,0.750,B
pethneial,1,mr-thanamrs-pethneismrs-titusis-daughter,comb,гребень,adorn,lat,pecten,0.750,B
pethnial,3,mrs-pethnis,comb,гребень,adorn,lat,pecten,0.750,B
pethunus,1,pethunus,comb,гребень,adorn,lat,pecten,0.750,B
petinate,1,,five,пять,measure,grc,pente,0.750,B
petinates,2,mr-petinates,brick,кирпич,tech,grc,plinthos,0.800,B
petinatial,2,,five,пять,measure,grc,pente,0.750,B
petines,1,,comb,гребень,adorn,lat,pecten,0.750,B
petini,1,,comb,гребень,adorn,lat,pecten,0.750,B
petna,1,,comb,гребень,adorn,lat,pecten,0.750,B
petnas,1,mr-petnas,comb,гребень,adorn,lat,pecten,0.750,B
petnei,3,,comb,гребень,adorn,lat,pecten,0.750,B
petr,1,,father,отец,kinship,grc,pater,1.000,A
petrie,1,,father,отец,kinship,grc,pater,1.000,A
petrnal,2,,mirror,зеркало,adorn,grc,esoptron,0.800,B
petrnas,1,,mirror,зеркало,adorn,grc,esoptron,0.800,B
petrnial,1,,mirror,зеркало,adorn,grc,esoptron,0.800,B
petrnies,1,,mirror,зеркало,adorn,grc,esoptron,0.800,B
petru,7,mr-petru,father,отец,kinship,grc,pater,1.000,A
petrual,4,,father,отец,kinship,grc,pater,1.000,A
petrui,6,mrs-petrui,father,отец,kinship,grc,pater,1.000,A
petruial,4,mrs-petruis,father,отец,kinship,grc,pater,1.000,A
petruis,1,,father,отец,kinship,grc,pater,1.000,A
petruni,3,,mirror,зеркало,adorn,grc,esoptron,0.800,B
petrunial,3,mr-aulemrs-petrunismr-lariss,mirror,зеркало,adorn,grc,esoptron,0.800,B
petrunies,4,mr-thanamrs-sentinatisdaughters-husbandm,oven,печь,tech,lat,furnus,0.800,A
petruniesa,1,,oven,печь,tech,lat,furnus,0.800,A
petrus,5,petru,father,отец,kinship,grc,pater,1.000,A
petrusa,1,,father,отец,kinship,grc,pater,1.000,A
petrusc,2,,grape,виноград,plantfood,grc,botrys,0.800,B
petruz,1,,grape,виноград,plantfood,grc,botrys,0.800,B
petsaess,1,,husband,муж,kinship,grc,posis,1.000,B
petsnial,1,,letter-missive,письмо,tech,grc,epistole,0.750,A
phisis,1,phisi,husband,муж,kinship,grc,posis,1.000,B
phurthce,1,,door,дверь,tech,lat,porta,0.750,B
pianiathe,1,,five,пять,measure,grc,pente,1.000,B
picas,1,,fig,инжир,plantfood,lat,ficus,1.000,B
picasri,1,,fig,инжир,plantfood,lat,ficus,0.750,B
pilonicos,1,,brick,кирпич,tech,grc,plinthos,0.800,B
pilunice,1,,tablet,табличка,tech,grc,pinax,0.750,B
pinthu,1,,five,пять,measure,grc,pente,1.000,B
piraeunrua,1,he-himselfmr-ramthaeunru,purple dye,пурпур,trade,lat,purpura,0.750,A
pisices,1,,fish,рыба,animal,lat,piscis,1.000,B
pistias,1,,festival-day,праздник,time,lat,festus,1.000,B
pitame,1,,river,река,geo,grc,potamos,0.750,B
pitiuialisa,1,,eye,глаз,body,grc,ophthalmos,0.800,B
piutaial,1,,letter-missive,письмо,tech,grc,epistole,0.750,A
piutesa,1,,jar,сосуд-пифос,vessel,grc,pithos,1.000,B
piuthnei,1,,comb,гребень,adorn,lat,pecten,0.750,B
piutial,1,,letter-missive,письмо,tech,grc,epistole,0.750,A
plancu,1,,tablet,табличка,tech,grc,pinax,0.750,B
platurias,1,,father,отец,kinship,grc,pater,0.750,A
plautial,1,,letter-missive,письмо,tech,grc,epistole,0.750,A
plautrial,2,mr-vels-daughters-husband,father,отец,kinship,grc,pater,0.750,A
plautriesa,1,,father,отец,kinship,grc,pater,0.750,A
plavties,1,mr-plavties,brick,кирпич,tech,grc,plinthos,0.800,B
plecus,2,plecus,axe,топор,tech,grc,pelekys,0.800,B
pleniiunas,1,,brick,кирпич,tech,grc,plinthos,0.800,B
pluns,1,pluns,brick,кирпич,tech,grc,plinthos,0.800,B
plunties,1,,brick,кирпич,tech,grc,plinthos,1.000,B
plutim,1,,feast,пир,social,lat,epulum,0.750,B
poloces,1,thegodpollux,axe,топор,tech,grc,pelekys,0.800,B
polovces,1,thegodpollux,rain,дождь,geo,lat,pluvia,0.750,B
poplio,1,for-mr-poplios,fibula-pin,фибула,adorn,lat,fibula,1.000,B
poplios,1,,people-community,народ,social,lat,populus,1.000,B
pracna,1,,jug,кувшин,vessel,grc,prochoos,0.750,B
praetor,1,,brother,брат,kinship,grc,phrater,1.000,B
praidad,1,,door,дверь,tech,lat,porta,0.750,B
praitor,1,,brother,брат,kinship,grc,phrater,1.000,B
pramod,1,,door,дверь,tech,lat,porta,0.750,B
prasanaia,1,prasanai,cypress,кипарис,plantfood,heb,berosh,0.750,A
prastnas,1,,sheep,овца,animal,grc,probaton,0.800,B
prcesa,1,,dowry,приданое,social,grc,proix,1.000,B
prechus,2,of-mr-aulefulchiemr-prechus,dowry,приданое,social,grc,proix,1.000,B
precu,2,,dowry,приданое,social,grc,proix,1.000,B
precus,1,precu,dowry,приданое,social,grc,proix,1.000,B
prenthreial,2,mr-thanamrs-prenthreismr-carcnas,dove,голубь,animal,grc,peristera,0.800,B
prenthres,1,,dove,голубь,animal,grc,peristera,0.800,B
presnts,1,presente,oven,печь,tech,lat,furnus,0.800,A
prethnsa,2,by-the-god-culsans-the-twofaced-god-of-g,sheep,овца,animal,grc,probaton,0.800,B
pricesla,1,,jug,кувшин,vessel,grc,prochoos,0.800,B
prikov,1,,jug,кувшин,vessel,grc,prochoos,0.750,B
priniserac,1,,oven,печь,tech,lat,furnus,0.800,A
prithas,1,,door,дверь,tech,lat,porta,1.000,B
priumne,1,priam,cypress,кипарис,plantfood,akk,shurmenu,0.750,A
priumnes,1,,oven,печь,tech,lat,furnus,0.800,A
prntial,1,,oven,печь,tech,lat,furnus,0.750,A
probom,2,verified-legal-tender,fibula-pin,фибула,adorn,grc,porpe,1.000,B
prorom,1,verified-legal-tender,iron,железо,trade,lat,ferrum,1.000,B
protomes,1,,harbor,гавань,social,lat,portus,0.800,B
pruchs,1,,dowry,приданое,social,grc,proix,1.000,B
pruchum,2,jug,dowry,приданое,social,grc,proix,1.000,B
pruciu,1,pruciu,dowry,приданое,social,grc,proix,1.000,B
pruciunia,1,,jug,кувшин,vessel,grc,prochoos,0.750,B
prucius,1,,dowry,приданое,social,grc,proix,1.000,B
pruimithe,1,thedemigodprometheus,door,дверь,tech,lat,porta,0.750,B
pruint,1,,oven,печь,tech,lat,furnus,0.750,A
pruka,1,,dowry,приданое,social,grc,proix,1.000,B
prumathe,2,great-grandson,door,дверь,tech,lat,porta,0.750,B
