word,freq,pred_class,prob_raw,prob_cal,p_NAME-F,p_NAME-M,p_OTHER,p_THEO,p_VERB
celatina,3,NAME-M,0.966,0.663,0.001,0.966,0.032,0.000,0.000
cele,1,OTHER,0.938,0.663,0.000,0.062,0.938,0.000,0.000
celeniarasi,1,NAME-M,0.978,0.663,0.017,0.978,0.005,0.000,0.000
celi,1,NAME-F,0.929,0.663,0.929,0.027,0.045,0.000,0.000
celias,1,NAME-M,0.994,0.663,0.000,0.994,0.005,0.000,0.000
celmneial,1,NAME-F,0.995,0.663,0.995,0.005,0.000,0.000,0.000
celusa,1,NAME-M,0.987,0.663,0.004,0.987,0.009,0.000,0.000
cemtiuial,1,NAME-F,0.997,0.663,0.997,0.003,0.000,0.000,0.000
cemulm,1,OTHER,0.978,0.663,0.001,0.021,0.978,0.000,0.000
cencial,1,NAME-F,0.995,0.663,0.995,0.005,0.000,0.000,0.000
cencna,1,NAME-M,0.961,0.663,0.018,0.961,0.021,0.000,0.000
cencuial,1,NAME-F,0.999,0.663,0.999,0.001,0.000,0.000,0.000
cencunias,1,NAME-M,0.998,0.663,0.000,0.998,0.002,0.000,0.000
ceriies,1,NAME-M,0.964,0.663,0.000,0.964,0.036,0.000,0.000
cerun,1,OTHER,0.996,0.663,0.000,0.004,0.996,0.000,0.000
cerurum,1,OTHER,0.962,0.663,0.005,0.033,0.962,0.000,0.000
cestinal,1,NAME-F,0.957,0.663,0.957,0.042,0.001,0.000,0.000
cestna,1,NAME-M,0.978,0.663,0.002,0.978,0.020,0.000,0.000
cestnal,1,NAME-F,0.949,0.663,0.949,0.051,0.000,0.000,0.000
cestnasa,1,NAME-M,0.985,0.663,0.015,0.985,0.000,0.000,0.000
cestneialisa,1,NAME-F,0.976,0.663,0.976,0.024,0.000,0.000,0.000
cestnies,1,NAME-M,0.992,0.663,0.000,0.992,0.008,0.000,0.000
cesuratm,1,OTHER,0.987,0.663,0.002,0.011,0.987,0.000,0.000
cesusa,1,NAME-M,0.996,0.663,0.004,0.996,0.001,0.000,0.000
cetisnial,1,NAME-F,0.999,0.663,0.999,0.001,0.000,0.000,0.000
cevcias,1,NAME-M,0.997,0.663,0.000,0.997,0.003,0.000,0.000
cezpalch,1,OTHER,0.973,0.663,0.004,0.023,0.973,0.000,0.000
cezrtlial,1,NAME-F,1.000,0.663,1.000,0.000,0.000,0.000,0.000
chaesa,1,NAME-M,0.984,0.663,0.000,0.984,0.016,0.000,0.000
chaisurus,1,NAME-M,0.971,0.663,0.000,0.971,0.029,0.000,0.000
chamarsial,1,NAME-F,0.962,0.663,0.962,0.037,0.001,0.000,0.000
chape,1,NAME-M,0.958,0.663,0.000,0.958,0.041,0.000,0.000
charfe,1,OTHER,0.995,0.663,0.000,0.005,0.995,0.000,0.000
chas,1,NAME-M,0.987,0.663,0.000,0.987,0.013,0.000,0.000
chchch,1,OTHER,0.904,0.663,0.000,0.096,0.904,0.000,0.000
chechan,2,OTHER,0.982,0.663,0.000,0.017,0.982,0.000,0.000
chethasa,1,NAME-M,0.989,0.663,0.002,0.989,0.010,0.000,0.000
chiius,1,NAME-M,0.915,0.663,0.000,0.915,0.085,0.000,0.000
chimthm,1,OTHER,0.986,0.663,0.001,0.013,0.986,0.000,0.000
chisulics,1,NAME-M,0.966,0.663,0.009,0.966,0.024,0.000,0.000
chmulakas,1,NAME-M,0.926,0.663,0.000,0.926,0.074,0.000,0.000
chniesi,1,NAME-M,0.916,0.663,0.006,0.916,0.077,0.000,0.000
chsimeulepive,1,NAME-M,0.928,0.663,0.001,0.928,0.071,0.000,0.000
chulichna,1,NAME-M,0.951,0.663,0.001,0.951,0.048,0.000,0.000
chumtus,1,NAME-M,0.993,0.663,0.000,0.993,0.007,0.000,0.000
chur,2,OTHER,0.958,0.663,0.001,0.041,0.958,0.000,0.000
churchlesa,1,NAME-M,0.992,0.663,0.000,0.992,0.008,0.000,0.000
churcles,1,NAME-M,0.917,0.663,0.000,0.917,0.083,0.000,0.000
churlces,1,NAME-M,0.906,0.663,0.000,0.906,0.094,0.000,0.000
churunial,1,NAME-F,0.933,0.663,0.933,0.067,0.000,0.000,0.000
chvestnas,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
cialchus,1,NAME-M,0.990,0.663,0.002,0.990,0.007,0.000,0.000
ciantipretelial,1,NAME-F,0.997,0.663,0.997,0.003,0.000,0.000,0.000
ciarthiesa,2,NAME-M,0.993,0.663,0.007,0.993,0.000,0.000,0.000
cicus,1,NAME-M,0.981,0.663,0.004,0.981,0.016,0.000,0.000
ciem,2,OTHER,0.966,0.663,0.001,0.033,0.966,0.000,0.000
cierinial,1,NAME-F,0.992,0.663,0.992,0.008,0.000,0.000,0.000
cik,1,OTHER,0.979,0.663,0.002,0.020,0.979,0.000,0.000
cilthus,1,NAME-M,0.995,0.663,0.000,0.995,0.005,0.000,0.000
cipach,1,OTHER,0.964,0.663,0.012,0.024,0.964,0.000,0.000
cipinal,1,NAME-F,0.999,0.663,0.999,0.001,0.000,0.000,0.000
cistnavial,1,NAME-F,0.982,0.663,0.982,0.018,0.000,0.000,0.000
cisum,1,OTHER,0.984,0.663,0.004,0.012,0.984,0.000,0.000
cisvitnial,1,NAME-F,0.998,0.663,0.998,0.002,0.000,0.000,0.000
clapanas,1,NAME-M,0.994,0.663,0.000,0.994,0.006,0.000,0.000
clatpalcial,1,NAME-F,0.986,0.663,0.986,0.013,0.000,0.000,0.000
clavtieth,1,NAME-M,0.901,0.663,0.000,0.901,0.099,0.000,0.000
clen,2,OTHER,0.954,0.663,0.000,0.046,0.954,0.000,0.000
clenarasi,1,NAME-M,0.970,0.663,0.012,0.970,0.019,0.000,0.000
cleniarc,2,NAME-M,0.962,0.663,0.009,0.962,0.028,0.000,0.000
clenus,2,NAME-M,0.967,0.663,0.000,0.967,0.032,0.000,0.000
cletithe,1,OTHER,0.999,0.663,0.000,0.001,0.999,0.000,0.000
cletram,1,OTHER,0.993,0.663,0.000,0.007,0.993,0.000,0.000
clevsinas,1,NAME-M,0.998,0.663,0.000,0.998,0.002,0.000,0.000
clevsinsl,1,NAME-M,0.925,0.663,0.002,0.925,0.074,0.000,0.000
clitram,1,OTHER,0.991,0.663,0.002,0.006,0.991,0.000,0.000
clueste,2,OTHER,0.964,0.663,0.002,0.034,0.964,0.000,0.000
clumneial,1,NAME-F,0.976,0.663,0.976,0.024,0.000,0.000,0.000
clutesa,1,NAME-M,0.993,0.663,0.001,0.993,0.005,0.000,0.000
cnaives,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
cnares,1,NAME-M,0.998,0.663,0.000,0.998,0.002,0.000,0.000
cnas,1,NAME-M,0.998,0.663,0.000,0.998,0.002,0.000,0.000
cnaviies,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
cneive,1,NAME-M,0.954,0.663,0.031,0.954,0.015,0.000,0.000
cnevial,2,NAME-F,0.984,0.663,0.984,0.016,0.000,0.000,0.000
cnevias,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
cnevnal,1,NAME-F,0.908,0.663,0.908,0.092,0.000,0.000,0.000
cnevnial,1,NAME-F,0.979,0.663,0.979,0.021,0.000,0.000,0.000
cnl,3,NAME-M,0.969,0.663,0.008,0.969,0.023,0.000,0.000
cnthveiesmi,1,NAME-M,0.985,0.663,0.004,0.985,0.011,0.000,0.000
comsn,1,OTHER,0.969,0.663,0.007,0.024,0.969,0.000,0.000
cracias,1,NAME-M,0.980,0.663,0.000,0.980,0.020,0.000,0.000
crampesa,1,NAME-M,0.994,0.663,0.000,0.994,0.006,0.000,0.000
creice,1,OTHER,0.987,0.663,0.000,0.013,0.987,0.000,0.000
creicial,1,NAME-F,0.990,0.663,0.990,0.009,0.001,0.000,0.000
crepus,1,NAME-M,0.958,0.663,0.000,0.958,0.042,0.000,0.000
crespes,1,NAME-M,0.933,0.663,0.000,0.933,0.067,0.000,0.000
crespu,1,OTHER,0.912,0.663,0.000,0.088,0.912,0.000,0.000
crise,1,OTHER,0.985,0.663,0.000,0.015,0.985,0.000,0.000
crmartneial,1,NAME-F,0.999,0.663,0.999,0.001,0.000,0.000,0.000
crucrinial,1,NAME-F,0.971,0.663,0.971,0.029,0.000,0.000,0.000
cucinies,1,NAME-M,0.998,0.663,0.000,0.998,0.002,0.000,0.000
cuclnial,2,NAME-F,0.995,0.663,0.995,0.005,0.000,0.000,0.000
cuclnies,4,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
cucrina,2,NAME-M,0.982,0.663,0.002,0.982,0.016,0.000,0.000
cucu,1,NAME-M,0.963,0.663,0.014,0.963,0.023,0.000,0.000
cuieschu,1,NAME-M,0.946,0.663,0.000,0.946,0.054,0.000,0.000
cuizlanias,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
culnial,1,NAME-F,0.999,0.663,0.999,0.001,0.000,0.000,0.000
cultana,1,NAME-M,0.988,0.663,0.010,0.988,0.002,0.000,0.000
cultanial,1,NAME-F,0.996,0.663,0.996,0.004,0.000,0.000,0.000
cultces,1,NAME-M,0.988,0.663,0.001,0.988,0.011,0.000,0.000
cumeresa,5,NAME-M,0.995,0.663,0.004,0.995,0.000,0.000,0.000
cumlnai,1,NAME-F,0.905,0.663,0.905,0.032,0.064,0.000,0.000
cumnial,2,NAME-F,0.989,0.663,0.989,0.011,0.000,0.000,0.000
cumniesa,1,NAME-M,0.999,0.663,0.001,0.999,0.000,0.000,0.000
cupes,2,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
cuprias,1,NAME-M,0.999,0.663,0.000,0.999,0.001,0.000,0.000
cuprus,1,NAME-M,0.997,0.663,0.000,0.997,0.003,0.000,0.000
cupslna,1,NAME-M,0.994,0.663,0.005,0.994,0.001,0.000,0.000
cupslneial,2,NAME-F,0.989,0.663,0.989,0.011,0.000,0.000,0.000
cupsna,1,NAME-M,0.991,0.663,0.005,0.991,0.004,0.000,0.000
cupsnasa,4,NAME-M,0.996,0.663,0.004,0.996,0.000,0.000,0.000
cupuna,1,NAME-M,0.993,0.663,0.005,0.993,0.003,0.000,0.000
curiunas,1,NAME-M,0.995,0.663,0.000,0.995,0.005,0.000,0.000
cursni,1,NAME-F,0.984,0.663,0.984,0.013,0.003,0.000,0.000
curthutes,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
curvesa,1,NAME-M,0.981,0.663,0.019,0.981,0.000,0.000,0.000
cusinas,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
cusine,1,NAME-M,0.969,0.663,0.006,0.969,0.025,0.000,0.000
cusineial,1,NAME-F,0.998,0.663,0.998,0.002,0.000,0.000,0.000
custavial,1,NAME-F,0.902,0.663,0.902,0.098,0.000,0.000,0.000
cusu,4,NAME-M,0.996,0.663,0.000,0.996,0.003,0.000,0.000
cusus,1,NAME-M,0.998,0.663,0.000,0.998,0.001,0.000,0.000
cusuthurus,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
cutlisneialisa,2,NAME-F,0.995,0.663,0.995,0.005,0.000,0.000,0.000
cutnas,2,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
cutu,11,NAME-M,0.919,0.663,0.002,0.919,0.078,0.000,0.000
cutus,5,NAME-M,0.999,0.663,0.000,0.999,0.001,0.000,0.000
cvenape,1,NAME-M,0.998,0.663,0.001,0.998,0.001,0.000,0.000
cvinaial,1,NAME-F,0.989,0.663,0.989,0.011,0.000,0.000,0.000
cvm,1,OTHER,0.983,0.663,0.001,0.017,0.983,0.000,0.000
dant,1,OTHER,0.905,0.663,0.038,0.058,0.905,0.000,0.000
deives,1,NAME-M,0.986,0.663,0.000,0.986,0.013,0.000,0.000
dextrorsvma,1,OTHER,0.980,0.663,0.013,0.006,0.980,0.000,0.000
dextrorsvmnsrrt,1,OTHER,0.903,0.663,0.012,0.050,0.903,0.035,0.000
dextrorsvmp,1,OTHER,0.950,0.663,0.003,0.046,0.950,0.000,0.000
dextrorsvms,1,OTHER,0.919,0.663,0.001,0.074,0.919,0.005,0.000
dlniiaras,1,NAME-M,0.998,0.663,0.000,0.998,0.002,0.000,0.000
donodiidro,1,OTHER,0.952,0.663,0.047,0.001,0.952,0.000,0.000
donv,1,OTHER,0.964,0.663,0.017,0.019,0.964,0.000,0.000
dvenas,1,NAME-M,0.993,0.663,0.000,0.993,0.007,0.000,0.000
dvovirvm,1,OTHER,0.998,0.663,0.001,0.001,0.998,0.000,0.000
easun,1,OTHER,0.988,0.663,0.000,0.012,0.988,0.000,0.000
echatnas,1,NAME-M,0.932,0.663,0.000,0.932,0.068,0.000,0.000
echtur,1,OTHER,0.998,0.663,0.000,0.002,0.998,0.000,0.000
ecile,1,OTHER,0.973,0.663,0.000,0.027,0.973,0.000,0.000
ecnatnasa,1,NAME-M,0.980,0.663,0.019,0.980,0.001,0.000,0.000
ecnatnial,1,NAME-F,0.985,0.663,0.985,0.015,0.000,0.000,0.000
ecotillie,1,OTHER,0.916,0.663,0.003,0.081,0.916,0.000,0.000
ecvpa,1,OTHER,0.995,0.663,0.000,0.005,0.995,0.000,0.000
eeevee,1,OTHER,0.939,0.663,0.000,0.061,0.939,0.000,0.000
eferavas,1,NAME-M,0.908,0.663,0.000,0.908,0.092,0.000,0.000
eial,3,NAME-F,0.976,0.663,0.976,0.024,0.000,0.000,0.000
eichorpriiitieviioiiii,1,OTHER,0.963,0.663,0.027,0.009,0.963,0.001,0.000
eieirie,1,OTHER,0.950,0.663,0.000,0.049,0.950,0.000,0.000
einanal,1,NAME-F,0.960,0.663,0.960,0.039,0.001,0.000,0.000
eivase,1,OTHER,0.902,0.663,0.000,0.097,0.902,0.000,0.000
eizial,1,NAME-F,0.981,0.663,0.981,0.017,0.002,0.000,0.000
ekre,1,OTHER,0.999,0.663,0.000,0.001,0.999,0.000,0.000
elaschantre,1,OTHER,0.998,0.663,0.000,0.002,0.998,0.000,0.000
elevthe,1,OTHER,1.000,0.663,0.000,0.000,1.000,0.000,0.000
elitha,1,OTHER,0.942,0.663,0.001,0.057,0.942,0.000,0.000
eliunts,1,OTHER,0.982,0.663,0.000,0.018,0.982,0.000,0.000
elmi,1,OTHER,0.977,0.663,0.003,0.020,0.977,0.000,0.000
elssi,1,OTHER,0.956,0.663,0.033,0.011,0.956,0.000,0.000
eluku,1,OTHER,0.996,0.663,0.000,0.004,0.996,0.000,0.000
emfepame,1,OTHER,0.999,0.663,0.001,0.001,0.999,0.000,0.000
enac,1,OTHER,0.902,0.663,0.001,0.098,0.902,0.000,0.000
enas,10,NAME-M,0.973,0.663,0.000,0.973,0.027,0.000,0.000
enie,1,OTHER,0.983,0.663,0.000,0.017,0.983,0.000,0.000
enrtates,1,NAME-M,0.972,0.663,0.000,0.972,0.028,0.000,0.000
epial,1,NAME-F,0.998,0.663,0.998,0.002,0.000,0.000,0.000
epias,1,NAME-M,0.985,0.663,0.000,0.985,0.015,0.000,0.000
epiur,1,OTHER,0.919,0.663,0.068,0.012,0.919,0.000,0.000
eplesa,1,NAME-M,0.988,0.663,0.002,0.988,0.010,0.000,0.000
epni,1,NAME-F,0.933,0.663,0.933,0.013,0.054,0.000,0.000
epramod,1,OTHER,0.954,0.663,0.024,0.021,0.954,0.000,0.000
eprus,1,NAME-M,0.952,0.663,0.000,0.952,0.048,0.000,0.000
erinial,1,NAME-F,0.985,0.663,0.985,0.015,0.000,0.000,0.000
erinyo,1,OTHER,0.933,0.663,0.001,0.066,0.933,0.000,0.000
ersce,1,OTHER,0.980,0.663,0.000,0.020,0.980,0.000,0.000
esales,1,NAME-M,0.954,0.663,0.000,0.954,0.046,0.000,0.000
esiethic,1,NAME-M,0.903,0.663,0.001,0.903,0.096,0.000,0.000
esipapiapicierilzii,1,NAME-M,0.952,0.663,0.006,0.952,0.041,0.000,0.000
esis,1,NAME-M,0.964,0.663,0.000,0.964,0.036,0.000,0.000
essescharzal,1,NAME-M,0.923,0.663,0.073,0.923,0.005,0.000,0.000
estlacial,1,NAME-F,0.946,0.663,0.946,0.054,0.000,0.000,0.000
etan,1,OTHER,0.971,0.663,0.000,0.029,0.971,0.000,0.000
etere,1,OTHER,0.975,0.663,0.000,0.025,0.975,0.000,0.000
ethras,1,NAME-M,0.964,0.663,0.000,0.964,0.036,0.000,0.000
ethrse,5,OTHER,0.989,0.663,0.000,0.010,0.989,0.000,0.000
ethun,1,OTHER,0.996,0.663,0.000,0.004,0.996,0.000,0.000
etrias,1,NAME-M,0.939,0.663,0.000,0.939,0.061,0.000,0.000
etron,1,OTHER,0.996,0.663,0.001,0.004,0.996,0.000,0.000
etruscas,1,NAME-M,0.912,0.663,0.000,0.912,0.087,0.000,0.000
etsuapeptikukaial,1,NAME-F,0.917,0.663,0.917,0.070,0.012,0.000,0.000
etule,1,OTHER,0.996,0.663,0.000,0.004,0.996,0.000,0.000
euael,1,OTHER,0.970,0.663,0.005,0.024,0.970,0.000,0.000
eucle,1,OTHER,0.983,0.663,0.000,0.017,0.983,0.000,0.000
euntke,1,OTHER,0.995,0.663,0.000,0.005,0.995,0.000,0.000
evotenosio,1,OTHER,0.974,0.663,0.000,0.024,0.974,0.002,0.000
ezifuileca,1,OTHER,0.983,0.663,0.002,0.015,0.983,0.000,0.000
ezpus,1,NAME-M,0.979,0.663,0.000,0.979,0.021,0.000,0.000
faipataravinumaia,1,NAME-M,0.921,0.663,0.036,0.921,0.042,0.000,0.000
falae,1,OTHER,0.938,0.663,0.001,0.061,0.938,0.000,0.000
falasasnas,1,NAME-M,0.999,0.663,0.000,0.999,0.001,0.000,0.000
falruae,1,OTHER,0.968,0.663,0.000,0.031,0.968,0.000,0.000
faluthras,1,NAME-M,0.985,0.663,0.000,0.985,0.015,0.000,0.000
famfnial,1,NAME-F,1.000,0.663,1.000,0.000,0.000,0.000,0.000
fanacnal,1,NAME-F,0.974,0.663,0.974,0.023,0.004,0.000,0.000
fanacnial,1,NAME-F,0.993,0.663,0.993,0.007,0.000,0.000,0.000
fanunias,1,NAME-M,0.995,0.663,0.000,0.995,0.005,0.000,0.000
fapirnial,1,NAME-F,0.985,0.663,0.985,0.015,0.000,0.000,0.000
farpitias,1,NAME-M,0.999,0.663,0.000,0.999,0.001,0.000,0.000
farthnache,1,OTHER,0.973,0.663,0.000,0.027,0.973,0.000,0.000
faruialisa,1,NAME-F,0.928,0.663,0.928,0.072,0.000,0.000,0.000
faspinas,1,NAME-M,0.989,0.663,0.000,0.989,0.011,0.000,0.000
fasthiia,1,NAME-M,0.921,0.663,0.018,0.921,0.060,0.000,0.000
fastial,2,NAME-F,0.944,0.663,0.944,0.056,0.000,0.000,0.000
fastianas,1,NAME-M,0.981,0.663,0.000,0.981,0.019,0.000,0.000
fastisuthaneitutnas,1,NAME-M,0.999,0.663,0.000,0.999,0.001,0.000,0.000
fastntru,3,NAME-M,0.915,0.663,0.000,0.915,0.084,0.000,0.000
fastntrus,1,NAME-M,0.955,0.663,0.000,0.955,0.045,0.000,0.000
fathlialus,1,NAME-M,0.979,0.663,0.001,0.979,0.020,0.000,0.000
fatrencusa,1,NAME-M,0.982,0.663,0.014,0.982,0.003,0.000,0.000
favstos,1,OTHER,0.923,0.663,0.000,0.077,0.923,0.000,0.000
fchlll,1,OTHER,0.932,0.663,0.034,0.034,0.932,0.000,0.000
feche,1,OTHER,1.000,0.663,0.000,0.000,1.000,0.000,0.000
feiasun,1,OTHER,0.999,0.663,0.000,0.001,0.999,0.000,0.000
feke,2,OTHER,0.990,0.663,0.000,0.010,0.990,0.000,0.000
fekeke,1,OTHER,0.970,0.663,0.001,0.029,0.970,0.000,0.000
fel,1,OTHER,0.929,0.663,0.007,0.064,0.929,0.000,0.000
felcach,1,OTHER,0.999,0.663,0.000,0.000,0.999,0.000,0.000
felei,1,OTHER,0.989,0.663,0.009,0.002,0.989,0.000,0.000
feleial,1,NAME-F,0.969,0.663,0.969,0.023,0.008,0.000,0.000
felesa,3,NAME-M,0.978,0.663,0.000,0.978,0.021,0.000,0.000
feleskenas,1,NAME-M,0.999,0.663,0.000,0.999,0.001,0.000,0.000
felialisa,1,NAME-F,0.957,0.663,0.957,0.042,0.000,0.000,0.000
felscial,1,NAME-F,0.996,0.663,0.996,0.004,0.000,0.000,0.000
felsineial,1,NAME-F,0.999,0.663,0.999,0.001,0.000,0.000,0.000
felsuial,1,NAME-F,0.998,0.663,0.998,0.001,0.000,0.000,0.000
feluskes,1,NAME-M,0.936,0.663,0.000,0.936,0.064,0.000,0.000
felusnial,1,NAME-F,0.991,0.663,0.991,0.009,0.000,0.000,0.000
felusnie,1,OTHER,0.954,0.663,0.000,0.046,0.954,0.000,0.000
feluz,1,OTHER,0.992,0.663,0.000,0.008,0.992,0.000,0.000
felvinatial,1,NAME-F,0.989,0.663,0.989,0.011,0.000,0.000,0.000
felzumnatial,1,NAME-F,0.928,0.663,0.928,0.071,0.000,0.000,0.000
ferce,1,OTHER,0.996,0.663,0.000,0.004,0.996,0.000,0.000
fercele,1,OTHER,0.999,0.663,0.000,0.001,0.999,0.000,0.000
ferchle,1,OTHER,0.995,0.663,0.000,0.005,0.995,0.000,0.000
ferclite,1,OTHER,0.949,0.663,0.009,0.042,0.949,0.000,0.000
fercnas,1,NAME-M,0.946,0.663,0.000,0.946,0.054,0.000,0.000
ferene,1,OTHER,0.968,0.663,0.001,0.032,0.968,0.000,0.000
ferinial,2,NAME-F,0.998,0.663,0.998,0.002,0.000,0.000,0.000
ferinialisa,1,NAME-F,0.990,0.663,0.990,0.010,0.000,0.000,0.000
ferlc,1,OTHER,0.993,0.663,0.002,0.005,0.993,0.000,0.000
fermial,1,NAME-F,0.996,0.663,0.996,0.004,0.000,0.000,0.000
fermne,1,OTHER,0.980,0.663,0.004,0.015,0.980,0.000,0.000
fersipnei,1,NAME-F,0.998,0.663,0.998,0.000,0.001,0.000,0.000
fersu,1,OTHER,0.997,0.663,0.000,0.002,0.997,0.000,0.000
fetarias,1,NAME-M,0.990,0.663,0.000,0.990,0.010,0.000,0.000
fetathasa,1,NAME-M,0.938,0.663,0.017,0.938,0.045,0.000,0.000
fethna,1,OTHER,0.934,0.663,0.000,0.065,0.934,0.000,0.000
fiasunu,1,OTHER,0.948,0.663,0.000,0.052,0.948,0.000,0.000
filare,1,OTHER,0.991,0.663,0.000,0.009,0.991,0.000,0.000
fintha,1,OTHER,0.979,0.663,0.000,0.021,0.979,0.000,0.000
fipece,1,OTHER,0.974,0.663,0.000,0.026,0.974,0.000,0.000
fipineial,1,NAME-F,0.999,0.663,0.999,0.001,0.000,0.000,0.000
fiuls,1,OTHER,0.987,0.663,0.000,0.013,0.987,0.000,0.000
fiusa,1,NAME-M,0.973,0.663,0.014,0.973,0.012,0.000,0.000
flaves,1,NAME-M,0.976,0.663,0.000,0.976,0.024,0.000,0.000
flavienas,1,NAME-M,0.998,0.663,0.000,0.998,0.002,0.000,0.000
flenchrinas,1,NAME-M,0.979,0.663,0.000,0.979,0.021,0.000,0.000
fler,4,OTHER,0.954,0.663,0.000,0.046,0.954,0.000,0.000
flere,3,OTHER,0.990,0.663,0.000,0.010,0.990,0.000,0.000
fleres,3,NAME-M,0.984,0.663,0.000,0.984,0.016,0.000,0.000
flerthezincesa,1,NAME-M,0.992,0.663,0.000,0.992,0.008,0.000,0.000
flezreial,1,NAME-F,0.979,0.663,0.979,0.021,0.000,0.000,0.000
fraucneial,1,NAME-F,0.998,0.663,0.998,0.002,0.000,0.000,0.000
fraucnial,4,NAME-F,0.988,0.663,0.988,0.012,0.000,0.000,0.000
fraunial,2,NAME-F,0.993,0.663,0.993,0.007,0.000,0.000,0.000
fraunialisa,1,NAME-F,0.954,0.663,0.954,0.046,0.000,0.000,0.000
fravniesa,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
frima,1,OTHER,0.927,0.663,0.015,0.057,0.927,0.000,0.000
fthiklmn,1,OTHER,0.999,0.663,0.000,0.001,0.999,0.000,0.000
fufle,1,OTHER,0.994,0.663,0.000,0.006,0.994,0.000,0.000
fuflu,1,OTHER,0.999,0.663,0.000,0.001,0.999,0.000,0.000
fufluna,1,OTHER,0.997,0.663,0.000,0.003,0.997,0.000,0.000
fuflunusra,1,OTHER,0.960,0.663,0.001,0.039,0.960,0.000,0.000
fuflunuzi,1,OTHER,0.991,0.663,0.008,0.001,0.991,0.000,0.000
fuipa,1,OTHER,0.996,0.663,0.003,0.001,0.996,0.000,0.000
fulchuniesi,1,OTHER,0.947,0.663,0.021,0.032,0.947,0.000,0.000
fulneial,2,NAME-F,1.000,0.663,1.000,0.000,0.000,0.000,0.000
fulnial,2,NAME-F,0.999,0.663,0.999,0.000,0.000,0.000,0.000
fulu,5,OTHER,0.991,0.663,0.000,0.008,0.991,0.000,0.000
fuluna,1,OTHER,0.991,0.663,0.001,0.009,0.991,0.000,0.000
fulunial,1,NAME-F,0.999,0.663,0.999,0.001,0.000,0.000,0.000
fulunialisa,1,NAME-F,0.996,0.663,0.996,0.004,0.000,0.000,0.000
fupiesa,1,NAME-M,0.989,0.663,0.006,0.989,0.005,0.000,0.000
furace,1,OTHER,0.996,0.663,0.000,0.004,0.996,0.000,0.000
fursic,1,OTHER,0.929,0.663,0.057,0.014,0.929,0.000,0.000
fursu,1,OTHER,0.998,0.663,0.001,0.001,0.998,0.000,0.000
furthus,1,NAME-M,0.919,0.663,0.001,0.919,0.080,0.000,0.000
fusanas,1,NAME-M,0.940,0.663,0.000,0.940,0.060,0.000,0.000
fustaneial,1,NAME-F,0.999,0.663,0.999,0.001,0.000,0.000,0.000
fustnial,1,NAME-F,0.999,0.663,0.999,0.001,0.000,0.000,0.000
fusuial,1,NAME-F,0.999,0.663,0.999,0.001,0.000,0.000,0.000
futhizars,1,OTHER,0.965,0.663,0.006,0.029,0.965,0.000,0.000
futiesa,1,NAME-M,0.937,0.663,0.019,0.937,0.044,0.000,0.000
fuvithun,1,OTHER,1.000,0.663,0.000,0.000,1.000,0.000,0.000
han,1,OTHER,0.953,0.663,0.000,0.047,0.953,0.000,0.000
hanpnas,1,NAME-M,0.930,0.663,0.000,0.930,0.070,0.000,0.000
hapisnei,1,NAME-F,0.985,0.663,0.985,0.011,0.004,0.000,0.000
havrnas,1,NAME-M,0.997,0.663,0.000,0.997,0.003,0.000,0.000
hechsth,3,OTHER,1.000,0.663,0.000,0.000,1.000,0.000,0.000
heramasva,1,OTHER,0.934,0.663,0.000,0.064,0.934,0.002,0.000
hercele,1,OTHER,1.000,0.663,0.000,0.000,1.000,0.000,0.000
hercle,1,OTHER,0.995,0.663,0.000,0.005,0.995,0.000,0.000
hercnas,1,NAME-M,0.945,0.663,0.000,0.945,0.055,0.000,0.000
herinial,1,NAME-F,0.996,0.663,0.996,0.003,0.001,0.000,0.000
hevxle,1,OTHER,0.982,0.663,0.000,0.018,0.982,0.000,0.000
hiaco,1,OTHER,0.978,0.663,0.009,0.014,0.978,0.000,0.000
hirsunaiesi,1,OTHER,0.924,0.663,0.025,0.051,0.924,0.000,0.000
hirumesi,1,OTHER,0.948,0.663,0.017,0.034,0.948,0.001,0.000
huinthnaias,1,NAME-M,0.998,0.663,0.000,0.998,0.002,0.000,0.000
hup,1,NAME-M,0.964,0.663,0.002,0.964,0.034,0.000,0.000
hupninethi,1,NAME-F,0.927,0.663,0.927,0.060,0.014,0.000,0.000
hvlaves,1,NAME-M,0.999,0.663,0.000,0.999,0.001,0.000,0.000
hvuluves,1,NAME-M,0.940,0.663,0.000,0.940,0.060,0.000,0.000
iankoue,1,OTHER,0.954,0.663,0.006,0.040,0.954,0.000,0.000
iarzismalvi,1,NAME-F,0.987,0.663,0.987,0.012,0.001,0.000,0.000
