entry,col,line,text,flags,ocr,title
9021,96,14,-ers • itanim . heram-,,+ERS • ITANIM . HERAM+,Пирги (Паллоттино)
9021,96,15,-ve • avil • eniaca . pul-,,+VE • AVIL • ENIACA . PUL+,Пирги (Паллоттино)
9021,96,16,-umχva,,+UMXVA,Пирги (Паллоттино)
9021,96,17,nac • θefarie • vel-,,NAC • 9EFARIE • VEL+,Пирги (Паллоттино)
9021,96,18,-iiunas • θamuce,ocr?,+1IUNAS • 6AMUCE,Пирги (Паллоттино)
9021,96,19,cleva • etanal •,,CLEVA • ETANAL •,Пирги (Паллоттино)
9021,96,20,masan • tiur-,,MASAN • TIUR+,Пирги (Паллоттино)
9021,96,21,-unias • śelace • v-,,+UNIAS • (TELACE • V+,Пирги (Паллоттино)
9021,96,22,-acal • tmial • a-,,+ACAL • TMIAL • A+,Пирги (Паллоттино)
9021,96,23,-vilχval • amuc-,,+VILXVAL • AMUC+,Пирги (Паллоттино)
9021,96,24,-e • pulumχv-,,+E • PULUMXV+,Пирги (Паллоттино)
9021,96,25,-a • snuia-,,+A • SNUIA*,Пирги (Паллоттино)
9021,96,26,{{lrbt l- strt j sr qds,,{{LRBT L« STRT J SR QDS,Пирги (Паллоттино)
9021,96,27,-z -6 p c l w-fi ytn,,'Z *6 P C L W'fi YTN,Пирги (Паллоттино)
9021,96,28,tbry- • wlns mlk l l,,TBRY» • WLNS MLK l L,Пирги (Паллоттино)
9021,96,29,kysry- • byrh • zbh,,KYSRY' • BYRH • ZBH,Пирги (Паллоттино)
